candidate_id,family,feature_recipe,model_type,threshold_method,calibration_method,split_name,fold_id,evaluation_level,n_predictions,n_features,threshold,roc_auc,pr_auc,balanced_accuracy,macro_f1,brier_score,sensitivity,specificity,ece
candidate_0004_3f1cbc883e,d3_lite_plus_raw_gaze,d3_lite_raw_summary,logistic_l2,inner_balanced_accuracy,sigmoid_cv3,unseen_text,0,official_trial_level_fold_mean,913,47,0.28,0.8854296302441992,0.7939060993564921,0.8191494510357034,0.785710262123526,0.1146666994830138,0.7892156862745098,0.849083215796897,0.13281449957906957
candidate_0004_3f1cbc883e,d3_lite_plus_raw_gaze,d3_lite_raw_summary,logistic_l2,inner_balanced_accuracy,sigmoid_cv3,unseen_text,1,official_trial_level_fold_mean,861,47,0.33,0.8437222947595789,0.6619243134021595,0.7958436094588713,0.7674191681137847,0.12167110892696896,0.7377049180327869,0.8539823008849557,0.10705141527455651
candidate_0004_3f1cbc883e,d3_lite_plus_raw_gaze,d3_lite_raw_summary,logistic_l2,inner_balanced_accuracy,sigmoid_cv3,unseen_text,2,official_trial_level_fold_mean,797,47,0.34,0.8334072461430951,0.39164366962208746,0.7548379293662313,0.6110486743494259,0.1332833833831411,0.8333333333333334,0.6763425253991292,0.1779313196150493
candidate_0004_3f1cbc883e,d3_lite_plus_raw_gaze,d3_lite_raw_summary,logistic_l2,inner_balanced_accuracy,sigmoid_cv3,unseen_text,3,official_trial_level_fold_mean,983,47,0.22,0.8180121204599984,0.5936215515075045,0.7477144866385372,0.715391511523663,0.17856586798646323,0.75,0.7454289732770746,0.14677200841621513
candidate_0010_99ae4c18ef,d3_lite_plus_raw_gaze,d3_lite_raw_summary,random_forest_d3,inner_balanced_accuracy,sigmoid_cv3,unseen_reader,0,official_trial_level_fold_mean,884,47,0.31,0.7530358546720575,0.48653913974399665,0.6539195867026055,0.6357538877620014,0.15885104679708698,0.5518867924528302,0.7559523809523809,0.04933644479922919
candidate_0010_99ae4c18ef,d3_lite_plus_raw_gaze,d3_lite_raw_summary,random_forest_d3,inner_balanced_accuracy,sigmoid_cv3,unseen_reader,1,official_trial_level_fold_mean,906,47,0.17,0.6376773643930507,0.4165052188004052,0.5812594268476621,0.4953094565872538,0.18467793022729606,0.7009803921568627,0.46153846153846156,0.11787688620429408
candidate_0010_99ae4c18ef,d3_lite_plus_raw_gaze,d3_lite_raw_summary,random_forest_d3,inner_balanced_accuracy,sigmoid_cv3,unseen_reader,2,official_trial_level_fold_mean,799,47,0.26,0.8901615129428289,0.5356875430115924,0.8049192435285857,0.6704491725768321,0.11465381723013736,0.8934426229508197,0.7163958641063516,0.1528750735992444
candidate_0010_99ae4c18ef,d3_lite_plus_raw_gaze,d3_lite_raw_summary,random_forest_d3,inner_balanced_accuracy,sigmoid_cv3,unseen_reader,3,official_trial_level_fold_mean,965,47,0.3,0.7752693658629201,0.49775136577774315,0.6475905401556864,0.6493543543543543,0.1548687532678493,0.45414847161572053,0.8410326086956522,0.07349453121740025
candidate_0010_99ae4c18ef,d3_lite_plus_raw_gaze,d3_lite_raw_summary,random_forest_d3,inner_balanced_accuracy,sigmoid_cv3,unseen_reader_and_text,0,official_trial_level_fold_mean,321,47,0.46,0.5719650205761317,0.26948032477038364,0.4681327160493827,0.45355058365758755,0.20548031376349107,0.09876543209876543,0.8375,0.10479391148074904
candidate_0010_99ae4c18ef,d3_lite_plus_raw_gaze,d3_lite_raw_summary,random_forest_d3,inner_balanced_accuracy,sigmoid_cv3,unseen_reader_and_text,1,official_trial_level_fold_mean,269,47,0.13,0.614639175257732,0.5326951740944029,0.48869415807560135,0.35254671174367325,0.2220361823713051,0.7866666666666666,0.19072164948453607,0.19711030108281466
candidate_0010_99ae4c18ef,d3_lite_plus_raw_gaze,d3_lite_raw_summary,random_forest_d3,inner_balanced_accuracy,sigmoid_cv3,unseen_reader_and_text,2,official_trial_level_fold_mean,404,47,0.32,0.7903947499254251,0.783769355536645,0.7317291438798846,0.734129796496912,0.19178328869509031,0.6404494382022472,0.8230088495575221,0.11673846404533887
