evaluation_level,split_regime,feature_group,prefix_type,prefix_value,threshold_source,n_readers,n_prefix_rows,unstable_prefix_rate,AUROC,PR-AUC,BA,macro_F1,Brier,sensitivity,specificity,FPR,FNR,ECE,calibration_slope,calibration_intercept,source_name
trial_or_prefix_level,participant_grouped_kfold,dfm_residual_gaze_prefix,chronological_prefix,50,fixed_0_5,57.0,57.0,0.0,0.6329639889196675,0.4772198473962897,0.618421052631579,0.6079266295447101,0.2956872983219691,0.5789473684210527,0.6578947368421053,0.34210526315789475,0.42105263157894735,0.25262591254882044,0.026537957000181817,0.3489958950325588,
trial_or_prefix_level,participant_grouped_kfold,dfm_residual_gaze_prefix,chronological_prefix,500,fixed_0_5,57.0,57.0,0.0,0.8739612188365651,0.8236681558302674,0.7763157894736842,0.768918918918919,0.14196503995038479,0.7368421052631579,0.8157894736842105,0.18421052631578946,0.2631578947368421,0.13987380307996325,0.06279563896250603,0.3849380409756467,
trial_or_prefix_level,participant_grouped_kfold,dfm_residual_gaze_prefix,chronological_prefix,all,fixed_0_5,57.0,57.0,0.0,0.8933518005540166,0.8732193721046777,0.8552631578947368,0.845945945945946,0.12099102820572051,0.8421052631578947,0.868421052631579,0.13157894736842105,0.15789473684210525,0.12393914126909748,0.060282372201321426,0.37630463049952456,
trial_or_prefix_level,participant_grouped_kfold,dfm_residual_gaze_prefix,speech_prefix,1,fixed_0_5,57.0,57.0,0.0,0.829639889196676,0.7536531015036989,0.7763157894736843,0.7572879135276778,0.1963300372484133,0.7894736842105263,0.7631578947368421,0.23684210526315788,0.21052631578947367,0.18941659109515374,0.060475383580583665,0.35996118192123266,
trial_or_prefix_level,participant_grouped_kfold,dfm_residual_gaze_prefix,speech_prefix,2,fixed_0_5,55.0,55.0,0.0,0.8078078078078077,0.7607663435062817,0.725975975975976,0.7083775185577943,0.19744005794101444,0.7222222222222222,0.7297297297297297,0.2702702702702703,0.2777777777777778,0.2060649150899181,0.05258910047933705,0.3602484328139329,
trial_or_prefix_level,participant_grouped_kfold,dfm_residual_gaze_prefix,speech_prefix,3,fixed_0_5,43.0,43.0,0.0,0.7666666666666667,0.687765064836003,0.6787878787878787,0.6532258064516129,0.1984394354283452,0.6,0.7575757575757576,0.24242424242424243,0.4,0.1937280915559061,0.0658810146658785,0.2909480908712552,
trial_or_prefix_level,participant_grouped_kfold,dfm_residual_gaze_prefix,speech_prefix,all,fixed_0_5,57.0,57.0,0.0,0.8933518005540166,0.8732193721046777,0.8552631578947368,0.845945945945946,0.12099102820572051,0.8421052631578947,0.868421052631579,0.13157894736842105,0.15789473684210525,0.12393914126909748,0.060282372201321426,0.37630463049952456,
trial_or_prefix_level,participant_grouped_kfold,dfm_residual_gaze_prefix,trial_or_text_prefix,1,fixed_0_5,57.0,57.0,0.0,0.829639889196676,0.7536531015036989,0.7763157894736843,0.7572879135276778,0.1963300372484133,0.7894736842105263,0.7631578947368421,0.23684210526315788,0.21052631578947367,0.18941659109515374,0.060475383580583665,0.35996118192123266,
trial_or_prefix_level,participant_grouped_kfold,dfm_residual_gaze_prefix,trial_or_text_prefix,2,fixed_0_5,55.0,55.0,0.0,0.8078078078078077,0.7607663435062817,0.725975975975976,0.7083775185577943,0.19744005794101444,0.7222222222222222,0.7297297297297297,0.2702702702702703,0.2777777777777778,0.2060649150899181,0.05258910047933705,0.3602484328139329,
trial_or_prefix_level,participant_grouped_kfold,dfm_residual_gaze_prefix,trial_or_text_prefix,3,fixed_0_5,43.0,43.0,0.0,0.7666666666666667,0.687765064836003,0.6787878787878787,0.6532258064516129,0.1984394354283452,0.6,0.7575757575757576,0.24242424242424243,0.4,0.1937280915559061,0.0658810146658785,0.2909480908712552,
trial_or_prefix_level,participant_grouped_kfold,dfm_residual_gaze_prefix,trial_or_text_prefix,all,fixed_0_5,57.0,57.0,0.0,0.8933518005540166,0.8732193721046777,0.8552631578947368,0.845945945945946,0.12099102820572051,0.8421052631578947,0.868421052631579,0.13157894736842105,0.15789473684210525,0.12393914126909748,0.060282372201321426,0.37630463049952456,
trial_or_prefix_level,participant_grouped_kfold,dfm_residual_gaze_prefix,word_count_prefix,100,fixed_0_5,57.0,57.0,0.0,0.6966759002770082,0.5443862466939897,0.631578947368421,0.6144927536231883,0.28732253498088,0.631578947368421,0.631578947368421,0.3684210526315789,0.3684210526315789,0.2795768064213634,0.034909534395848645,0.3471766773402091,
trial_or_prefix_level,participant_grouped_kfold,dfm_residual_gaze_prefix,word_count_prefix,1000,fixed_0_5,57.0,57.0,0.0,0.8628808864265928,0.8228061204125023,0.7368421052631579,0.7199475925319359,0.16566637031962644,0.7368421052631579,0.7368421052631579,0.2631578947368421,0.2631578947368421,0.15387434571982925,0.06386135982553928,0.3602341203631196,
trial_or_prefix_level,participant_grouped_kfold,dfm_residual_gaze_prefix,word_count_prefix,250,fixed_0_5,57.0,57.0,0.0,0.8268698060941828,0.6874324289940368,0.763157894736842,0.740909090909091,0.20840236550054728,0.7894736842105263,0.7368421052631579,0.2631578947368421,0.21052631578947367,0.22354838251639697,0.05191299003391239,0.36496081776138073,
trial_or_prefix_level,participant_grouped_kfold,dfm_residual_gaze_prefix,word_count_prefix,50,fixed_0_5,57.0,57.0,0.0,0.6329639889196675,0.4772198473962897,0.618421052631579,0.6079266295447101,0.2956872983219691,0.5789473684210527,0.6578947368421053,0.34210526315789475,0.42105263157894735,0.25262591254882044,0.026537957000181817,0.3489958950325588,
trial_or_prefix_level,participant_grouped_kfold,dfm_residual_gaze_prefix,word_count_prefix,500,fixed_0_5,57.0,57.0,0.0,0.8739612188365651,0.8236681558302674,0.7763157894736842,0.768918918918919,0.14196503995038479,0.7368421052631579,0.8157894736842105,0.18421052631578946,0.2631578947368421,0.13987380307996325,0.06279563896250603,0.3849380409756467,
trial_or_prefix_level,participant_grouped_kfold,dfm_residual_gaze_prefix,word_count_prefix,all,fixed_0_5,57.0,57.0,0.0,0.8933518005540166,0.8732193721046777,0.8552631578947368,0.845945945945946,0.12099102820572051,0.8421052631578947,0.868421052631579,0.13157894736842105,0.15789473684210525,0.12393914126909748,0.060282372201321426,0.37630463049952456,
trial_or_prefix_level,participant_grouped_kfold,dfm_residual_plus_uncertainty_prefix,chronological_prefix,100,fixed_0_5,57.0,57.0,0.0,0.6620498614958449,0.5130531110585117,0.6052631578947368,0.5928571428571429,0.3019203365058426,0.5789473684210527,0.631578947368421,0.3684210526315789,0.42105263157894735,0.30215640333403704,0.02760601899646661,0.35173645196331904,
trial_or_prefix_level,participant_grouped_kfold,dfm_residual_plus_uncertainty_prefix,chronological_prefix,1000,fixed_0_5,57.0,57.0,0.0,0.8282548476454293,0.7891593011441407,0.7236842105263158,0.71433344470431,0.1932186582391805,0.6842105263157895,0.7631578947368421,0.23684210526315788,0.3157894736842105,0.19578165882723778,0.05665709841506076,0.36681908944714264,
trial_or_prefix_level,participant_grouped_kfold,dfm_residual_plus_uncertainty_prefix,chronological_prefix,250,fixed_0_5,57.0,57.0,0.0,0.796398891966759,0.6691204391263192,0.7894736842105263,0.761352657004831,0.211623984830485,0.8421052631578947,0.7368421052631579,0.2631578947368421,0.15789473684210525,0.23418957099505458,0.04855826900752851,0.3625837279362614,
