split_regime,fold_id,feature_group,prefix_type,prefix_value,threshold_policy,threshold_source,threshold,status,n_candidate_thresholds,information_bits,selection_metric,clean_result,official_claim_allowed
participant_grouped_kfold,0,all_allowed_online,chronological_prefix,50,balanced_accuracy_threshold,inner_oof_or_calibration,0.633202,complete,143,7.159871336778389,0.8035714285714286,True,False
participant_grouped_kfold,0,all_allowed_online,chronological_prefix,50,macro_f1_threshold,inner_oof_or_calibration,0.633202,complete,143,7.159871336778389,0.7754010695187166,True,False
participant_grouped_kfold,0,all_allowed_online,chronological_prefix,50,target_sensitivity_threshold,inner_oof_or_calibration,0.633202,complete,143,7.159871336778389,0.75,True,False
participant_grouped_kfold,0,all_allowed_online,chronological_prefix,50,target_specificity_threshold,inner_oof_or_calibration,0.728716,complete,143,7.159871336778389,0.7142857142857143,True,False
participant_grouped_kfold,0,all_allowed_online,chronological_prefix,500,fixed_0_5,fixed_0_5,0.5,complete,1,0.0,,True,False
participant_grouped_kfold,0,all_allowed_online,chronological_prefix,500,global_inner_cv_threshold,inner_oof_or_calibration,0.52,complete,293,8.194756854422248,0.7738297322730041,True,False
participant_grouped_kfold,0,all_allowed_online,chronological_prefix,500,split_regime_inner_cv_threshold,inner_oof_or_calibration,0.64,complete,291,8.184875342908283,0.7923034859876965,True,False
participant_grouped_kfold,0,all_allowed_online,chronological_prefix,500,prefix_type_inner_cv_threshold,inner_oof_or_calibration,0.64,complete,291,8.184875342908283,0.8035714285714286,True,False
participant_grouped_kfold,0,all_allowed_online,chronological_prefix,500,prefix_budget_inner_cv_threshold,inner_oof_or_calibration,0.907719,complete,140,7.129283016944966,0.8214285714285714,True,False
participant_grouped_kfold,0,all_allowed_online,chronological_prefix,500,balanced_accuracy_threshold,inner_oof_or_calibration,0.907719,complete,140,7.129283016944966,0.8214285714285714,True,False
participant_grouped_kfold,0,all_allowed_online,chronological_prefix,500,macro_f1_threshold,inner_oof_or_calibration,0.907719,complete,140,7.129283016944966,0.8328912466843501,True,False
participant_grouped_kfold,0,all_allowed_online,chronological_prefix,500,target_sensitivity_threshold,inner_oof_or_calibration,0.247333,complete,140,7.129283016944966,0.7142857142857143,True,False
participant_grouped_kfold,0,all_allowed_online,chronological_prefix,500,target_specificity_threshold,inner_oof_or_calibration,0.52,complete,140,7.129283016944966,0.7857142857142857,True,False
participant_grouped_kfold,0,all_allowed_online,chronological_prefix,all,fixed_0_5,fixed_0_5,0.5,complete,1,0.0,,True,False
participant_grouped_kfold,0,all_allowed_online,chronological_prefix,all,global_inner_cv_threshold,inner_oof_or_calibration,0.52,complete,293,8.194756854422248,0.7738297322730041,True,False
participant_grouped_kfold,0,all_allowed_online,chronological_prefix,all,split_regime_inner_cv_threshold,inner_oof_or_calibration,0.64,complete,291,8.184875342908283,0.7923034859876965,True,False
participant_grouped_kfold,0,all_allowed_online,chronological_prefix,all,prefix_type_inner_cv_threshold,inner_oof_or_calibration,0.64,complete,291,8.184875342908283,0.8035714285714286,True,False
participant_grouped_kfold,0,all_allowed_online,chronological_prefix,all,prefix_budget_inner_cv_threshold,inner_oof_or_calibration,0.713837,complete,140,7.129283016944966,0.8928571428571428,True,False
participant_grouped_kfold,0,all_allowed_online,chronological_prefix,all,balanced_accuracy_threshold,inner_oof_or_calibration,0.713837,complete,140,7.129283016944966,0.8928571428571428,True,False
participant_grouped_kfold,0,all_allowed_online,chronological_prefix,all,macro_f1_threshold,inner_oof_or_calibration,0.713837,complete,140,7.129283016944966,0.8928571428571428,True,False
participant_grouped_kfold,0,all_allowed_online,chronological_prefix,all,target_sensitivity_threshold,inner_oof_or_calibration,0.713837,complete,140,7.129283016944966,0.9285714285714286,True,False
participant_grouped_kfold,0,all_allowed_online,chronological_prefix,all,target_specificity_threshold,inner_oof_or_calibration,0.5,complete,140,7.129283016944966,0.8571428571428571,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,1,fixed_0_5,fixed_0_5,0.5,complete,1,0.0,,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,1,global_inner_cv_threshold,inner_oof_or_calibration,0.52,complete,293,8.194756854422248,0.7738297322730041,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,1,split_regime_inner_cv_threshold,inner_oof_or_calibration,0.64,complete,291,8.184875342908283,0.7923034859876965,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,1,prefix_type_inner_cv_threshold,inner_oof_or_calibration,0.781575,complete,248,7.954196310386875,0.7925805836353232,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,1,prefix_budget_inner_cv_threshold,inner_oof_or_calibration,0.391472,complete,140,7.129283016944966,0.8035714285714286,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,1,balanced_accuracy_threshold,inner_oof_or_calibration,0.391472,complete,140,7.129283016944966,0.8035714285714286,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,1,macro_f1_threshold,inner_oof_or_calibration,0.391472,complete,140,7.129283016944966,0.7925925925925925,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,1,target_sensitivity_threshold,inner_oof_or_calibration,0.169772,complete,140,7.129283016944966,0.6428571428571429,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,1,target_specificity_threshold,inner_oof_or_calibration,0.391472,complete,140,7.129283016944966,0.7857142857142857,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,2,fixed_0_5,fixed_0_5,0.5,complete,1,0.0,,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,2,global_inner_cv_threshold,inner_oof_or_calibration,0.52,complete,293,8.194756854422248,0.7738297322730041,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,2,split_regime_inner_cv_threshold,inner_oof_or_calibration,0.64,complete,291,8.184875342908283,0.7923034859876965,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,2,prefix_type_inner_cv_threshold,inner_oof_or_calibration,0.781575,complete,248,7.954196310386875,0.7925805836353232,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,2,prefix_budget_inner_cv_threshold,inner_oof_or_calibration,0.88439,complete,139,7.118941072723508,0.7843915343915344,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,2,balanced_accuracy_threshold,inner_oof_or_calibration,0.88439,complete,139,7.118941072723508,0.7843915343915344,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,2,macro_f1_threshold,inner_oof_or_calibration,0.88439,complete,139,7.118941072723508,0.7985964912280701,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,2,target_sensitivity_threshold,inner_oof_or_calibration,0.049169,complete,139,7.118941072723508,0.48148148148148145,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,2,target_specificity_threshold,inner_oof_or_calibration,0.5,complete,139,7.118941072723508,0.6428571428571429,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,3,fixed_0_5,fixed_0_5,0.5,complete,1,0.0,,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,3,global_inner_cv_threshold,inner_oof_or_calibration,0.52,complete,293,8.194756854422248,0.7738297322730041,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,3,split_regime_inner_cv_threshold,inner_oof_or_calibration,0.64,complete,291,8.184875342908283,0.7923034859876965,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,3,prefix_type_inner_cv_threshold,inner_oof_or_calibration,0.781575,complete,248,7.954196310386875,0.7925805836353232,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,3,prefix_budget_inner_cv_threshold,inner_oof_or_calibration,0.86,complete,132,7.044394119358453,0.8154761904761905,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,3,balanced_accuracy_threshold,inner_oof_or_calibration,0.86,complete,132,7.044394119358453,0.8154761904761905,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,3,macro_f1_threshold,inner_oof_or_calibration,0.86,complete,132,7.044394119358453,0.8154761904761905,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,3,target_sensitivity_threshold,inner_oof_or_calibration,0.08119,complete,132,7.044394119358453,0.4166666666666667,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,3,target_specificity_threshold,inner_oof_or_calibration,0.85,complete,132,7.044394119358453,0.7142857142857143,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,all,fixed_0_5,fixed_0_5,0.5,complete,1,0.0,,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,all,global_inner_cv_threshold,inner_oof_or_calibration,0.52,complete,293,8.194756854422248,0.7738297322730041,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,all,split_regime_inner_cv_threshold,inner_oof_or_calibration,0.64,complete,291,8.184875342908283,0.7923034859876965,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,all,prefix_type_inner_cv_threshold,inner_oof_or_calibration,0.781575,complete,248,7.954196310386875,0.7925805836353232,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,all,prefix_budget_inner_cv_threshold,inner_oof_or_calibration,0.713837,complete,140,7.129283016944966,0.8928571428571428,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,all,balanced_accuracy_threshold,inner_oof_or_calibration,0.713837,complete,140,7.129283016944966,0.8928571428571428,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,all,macro_f1_threshold,inner_oof_or_calibration,0.713837,complete,140,7.129283016944966,0.8928571428571428,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,all,target_sensitivity_threshold,inner_oof_or_calibration,0.713837,complete,140,7.129283016944966,0.9285714285714286,True,False
participant_grouped_kfold,0,all_allowed_online,speech_prefix,all,target_specificity_threshold,inner_oof_or_calibration,0.5,complete,140,7.129283016944966,0.8571428571428571,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,1,fixed_0_5,fixed_0_5,0.5,complete,1,0.0,,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,1,global_inner_cv_threshold,inner_oof_or_calibration,0.52,complete,293,8.194756854422248,0.7738297322730041,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,1,split_regime_inner_cv_threshold,inner_oof_or_calibration,0.64,complete,291,8.184875342908283,0.7923034859876965,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,1,prefix_type_inner_cv_threshold,inner_oof_or_calibration,0.781575,complete,248,7.954196310386875,0.7925805836353232,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,1,prefix_budget_inner_cv_threshold,inner_oof_or_calibration,0.391472,complete,140,7.129283016944966,0.8035714285714286,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,1,balanced_accuracy_threshold,inner_oof_or_calibration,0.391472,complete,140,7.129283016944966,0.8035714285714286,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,1,macro_f1_threshold,inner_oof_or_calibration,0.391472,complete,140,7.129283016944966,0.7925925925925925,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,1,target_sensitivity_threshold,inner_oof_or_calibration,0.169772,complete,140,7.129283016944966,0.6428571428571429,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,1,target_specificity_threshold,inner_oof_or_calibration,0.391472,complete,140,7.129283016944966,0.7857142857142857,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,2,fixed_0_5,fixed_0_5,0.5,complete,1,0.0,,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,2,global_inner_cv_threshold,inner_oof_or_calibration,0.52,complete,293,8.194756854422248,0.7738297322730041,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,2,split_regime_inner_cv_threshold,inner_oof_or_calibration,0.64,complete,291,8.184875342908283,0.7923034859876965,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,2,prefix_type_inner_cv_threshold,inner_oof_or_calibration,0.781575,complete,248,7.954196310386875,0.7925805836353232,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,2,prefix_budget_inner_cv_threshold,inner_oof_or_calibration,0.88439,complete,139,7.118941072723508,0.7843915343915344,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,2,balanced_accuracy_threshold,inner_oof_or_calibration,0.88439,complete,139,7.118941072723508,0.7843915343915344,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,2,macro_f1_threshold,inner_oof_or_calibration,0.88439,complete,139,7.118941072723508,0.7985964912280701,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,2,target_sensitivity_threshold,inner_oof_or_calibration,0.049169,complete,139,7.118941072723508,0.48148148148148145,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,2,target_specificity_threshold,inner_oof_or_calibration,0.5,complete,139,7.118941072723508,0.6428571428571429,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,3,fixed_0_5,fixed_0_5,0.5,complete,1,0.0,,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,3,global_inner_cv_threshold,inner_oof_or_calibration,0.52,complete,293,8.194756854422248,0.7738297322730041,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,3,split_regime_inner_cv_threshold,inner_oof_or_calibration,0.64,complete,291,8.184875342908283,0.7923034859876965,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,3,prefix_type_inner_cv_threshold,inner_oof_or_calibration,0.781575,complete,248,7.954196310386875,0.7925805836353232,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,3,prefix_budget_inner_cv_threshold,inner_oof_or_calibration,0.86,complete,132,7.044394119358453,0.8154761904761905,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,3,balanced_accuracy_threshold,inner_oof_or_calibration,0.86,complete,132,7.044394119358453,0.8154761904761905,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,3,macro_f1_threshold,inner_oof_or_calibration,0.86,complete,132,7.044394119358453,0.8154761904761905,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,3,target_sensitivity_threshold,inner_oof_or_calibration,0.08119,complete,132,7.044394119358453,0.4166666666666667,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,3,target_specificity_threshold,inner_oof_or_calibration,0.85,complete,132,7.044394119358453,0.7142857142857143,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,all,fixed_0_5,fixed_0_5,0.5,complete,1,0.0,,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,all,global_inner_cv_threshold,inner_oof_or_calibration,0.52,complete,293,8.194756854422248,0.7738297322730041,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,all,split_regime_inner_cv_threshold,inner_oof_or_calibration,0.64,complete,291,8.184875342908283,0.7923034859876965,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,all,prefix_type_inner_cv_threshold,inner_oof_or_calibration,0.781575,complete,248,7.954196310386875,0.7925805836353232,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,all,prefix_budget_inner_cv_threshold,inner_oof_or_calibration,0.713837,complete,140,7.129283016944966,0.8928571428571428,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,all,balanced_accuracy_threshold,inner_oof_or_calibration,0.713837,complete,140,7.129283016944966,0.8928571428571428,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,all,macro_f1_threshold,inner_oof_or_calibration,0.713837,complete,140,7.129283016944966,0.8928571428571428,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,all,target_sensitivity_threshold,inner_oof_or_calibration,0.713837,complete,140,7.129283016944966,0.9285714285714286,True,False
participant_grouped_kfold,0,all_allowed_online,trial_or_text_prefix,all,target_specificity_threshold,inner_oof_or_calibration,0.5,complete,140,7.129283016944966,0.8571428571428571,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,100,fixed_0_5,fixed_0_5,0.5,complete,1,0.0,,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,100,global_inner_cv_threshold,inner_oof_or_calibration,0.52,complete,293,8.194756854422248,0.7738297322730041,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,100,split_regime_inner_cv_threshold,inner_oof_or_calibration,0.64,complete,291,8.184875342908283,0.7923034859876965,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,100,prefix_type_inner_cv_threshold,inner_oof_or_calibration,0.64,complete,291,8.184875342908283,0.8035714285714286,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,100,prefix_budget_inner_cv_threshold,inner_oof_or_calibration,0.52,complete,142,7.149747119504682,0.8214285714285714,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,100,balanced_accuracy_threshold,inner_oof_or_calibration,0.52,complete,142,7.149747119504682,0.8214285714285714,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,100,macro_f1_threshold,inner_oof_or_calibration,0.52,complete,142,7.149747119504682,0.8156739811912226,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,100,target_sensitivity_threshold,inner_oof_or_calibration,0.23264,complete,142,7.149747119504682,0.6428571428571429,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,100,target_specificity_threshold,inner_oof_or_calibration,0.502093,complete,142,7.149747119504682,0.7857142857142857,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,1000,fixed_0_5,fixed_0_5,0.5,complete,1,0.0,,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,1000,global_inner_cv_threshold,inner_oof_or_calibration,0.52,complete,293,8.194756854422248,0.7738297322730041,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,1000,split_regime_inner_cv_threshold,inner_oof_or_calibration,0.64,complete,291,8.184875342908283,0.7923034859876965,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,1000,prefix_type_inner_cv_threshold,inner_oof_or_calibration,0.64,complete,291,8.184875342908283,0.8035714285714286,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,1000,prefix_budget_inner_cv_threshold,inner_oof_or_calibration,0.460842,complete,141,7.139551352398794,0.8214285714285714,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,1000,balanced_accuracy_threshold,inner_oof_or_calibration,0.460842,complete,141,7.139551352398794,0.8214285714285714,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,1000,macro_f1_threshold,inner_oof_or_calibration,0.460842,complete,141,7.139551352398794,0.8156739811912226,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,1000,target_sensitivity_threshold,inner_oof_or_calibration,0.17778,complete,141,7.139551352398794,0.6785714285714286,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,1000,target_specificity_threshold,inner_oof_or_calibration,0.460842,complete,141,7.139551352398794,0.7857142857142857,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,250,fixed_0_5,fixed_0_5,0.5,complete,1,0.0,,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,250,global_inner_cv_threshold,inner_oof_or_calibration,0.52,complete,293,8.194756854422248,0.7738297322730041,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,250,split_regime_inner_cv_threshold,inner_oof_or_calibration,0.64,complete,291,8.184875342908283,0.7923034859876965,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,250,prefix_type_inner_cv_threshold,inner_oof_or_calibration,0.64,complete,291,8.184875342908283,0.8035714285714286,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,250,prefix_budget_inner_cv_threshold,inner_oof_or_calibration,0.829993,complete,141,7.139551352398794,0.8035714285714286,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,250,balanced_accuracy_threshold,inner_oof_or_calibration,0.829993,complete,141,7.139551352398794,0.8035714285714286,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,250,macro_f1_threshold,inner_oof_or_calibration,0.87,complete,141,7.139551352398794,0.825,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,250,target_sensitivity_threshold,inner_oof_or_calibration,0.25,complete,141,7.139551352398794,0.7142857142857143,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,250,target_specificity_threshold,inner_oof_or_calibration,0.52,complete,141,7.139551352398794,0.7142857142857143,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,50,fixed_0_5,fixed_0_5,0.5,complete,1,0.0,,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,50,global_inner_cv_threshold,inner_oof_or_calibration,0.52,complete,293,8.194756854422248,0.7738297322730041,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,50,split_regime_inner_cv_threshold,inner_oof_or_calibration,0.64,complete,291,8.184875342908283,0.7923034859876965,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,50,prefix_type_inner_cv_threshold,inner_oof_or_calibration,0.64,complete,291,8.184875342908283,0.8035714285714286,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,50,prefix_budget_inner_cv_threshold,inner_oof_or_calibration,0.633202,complete,143,7.159871336778389,0.8035714285714286,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,50,balanced_accuracy_threshold,inner_oof_or_calibration,0.633202,complete,143,7.159871336778389,0.8035714285714286,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,50,macro_f1_threshold,inner_oof_or_calibration,0.633202,complete,143,7.159871336778389,0.7754010695187166,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,50,target_sensitivity_threshold,inner_oof_or_calibration,0.633202,complete,143,7.159871336778389,0.75,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,50,target_specificity_threshold,inner_oof_or_calibration,0.728716,complete,143,7.159871336778389,0.7142857142857143,True,False
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,500,fixed_0_5,fixed_0_5,0.5,complete,1,0.0,,True,False
