split_regime,fold_id,feature_group,accumulator,threshold_source,clean_result,official_claim_allowed,stopping_policy,coverage,undecided_rate,mean_words_to_decision,median_words_to_decision,mean_texts_to_decision,mean_evidence_cost,earliness_score,group_specific_coverage,AUROC,PR-AUC,BA,macro_F1,Brier,sensitivity,specificity,FPR,FNR,ECE,calibration_slope,calibration_intercept
unseen_reader_and_text,2,all_allowed_online,entropy_weighted,inner_oof,True,False,coverage_constrained_policy,1.0,0.0,50.0,50.0,1.0,0.5213857998289136,0.47861420017108636,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,0.75,0.7333333333333334,0.13277160300859348,1.0,0.5,0.5,0.0,0.19070352942411786,,
unseen_reader_and_text,2,all_allowed_online,learned_meta_aggregator,fixed_0_5,True,False,no_stop_all_evidence,1.0,0.0,1169.0,1169.0,1.0,1.0,0.0,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,0.75,0.7333333333333334,0.12432605594410193,0.5,1.0,0.0,0.5,0.29865631503007606,,
unseen_reader_and_text,2,all_allowed_online,learned_meta_aggregator,fixed_0_5,True,False,fixed_0_5_at_each_prefix,1.0,0.0,50.0,50.0,1.0,0.5213857998289136,0.47861420017108636,dyslexia_labeled:1.000;typical_control:1.000,0.5,0.5833333333333333,0.75,0.7333333333333334,0.19916532738870812,1.0,0.5,0.5,0.0,0.15322254444955968,,
unseen_reader_and_text,2,all_allowed_online,learned_meta_aggregator,inner_oof,True,False,two_sided_confidence_policy,0.75,0.25,383.3333333333333,100.0,1.0,0.6639577986883376,0.3360422013116624,dyslexia_labeled:0.500;typical_control:1.000,1.0,1.0,0.5,0.4,0.15850881105253364,0.0,1.0,0.0,1.0,0.3147520733353167,,
unseen_reader_and_text,2,all_allowed_online,learned_meta_aggregator,inner_oof,True,False,inner_cv_balanced_accuracy_policy,1.0,0.0,1169.0,1169.0,1.0,1.0,0.0,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,0.75,0.7333333333333334,0.12432605594410193,0.5,1.0,0.0,0.5,0.29865631503007606,,
unseen_reader_and_text,2,all_allowed_online,learned_meta_aggregator,inner_oof,True,False,cost_sensitive_online_policy,0.75,0.25,383.3333333333333,100.0,1.0,0.6639577986883376,0.3360422013116624,dyslexia_labeled:0.500;typical_control:1.000,1.0,1.0,0.5,0.4,0.15850881105253364,0.0,1.0,0.0,1.0,0.3147520733353167,,
unseen_reader_and_text,2,all_allowed_online,learned_meta_aggregator,inner_oof,True,False,target_sensitivity_policy,1.0,0.0,1169.0,1169.0,1.0,1.0,0.0,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,0.75,0.7333333333333334,0.12432605594410193,0.5,1.0,0.0,0.5,0.29865631503007606,,
unseen_reader_and_text,2,all_allowed_online,learned_meta_aggregator,inner_oof,True,False,target_specificity_policy,1.0,0.0,1169.0,1169.0,1.0,1.0,0.0,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,0.75,0.7333333333333334,0.12432605594410193,0.5,1.0,0.0,0.5,0.29865631503007606,,
unseen_reader_and_text,2,all_allowed_online,learned_meta_aggregator,inner_oof,True,False,coverage_constrained_policy,0.75,0.25,383.3333333333333,100.0,1.0,0.6639577986883376,0.3360422013116624,dyslexia_labeled:0.500;typical_control:1.000,1.0,1.0,0.5,0.4,0.15850881105253364,0.0,1.0,0.0,1.0,0.3147520733353167,,
unseen_reader_and_text,2,all_allowed_online,logit_mean,fixed_0_5,True,False,no_stop_all_evidence,1.0,0.0,1169.0,1169.0,1.0,1.0,0.0,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,1.0,1.0,0.00025187933737520323,1.0,1.0,0.0,0.0,0.010235620323215289,,
unseen_reader_and_text,2,all_allowed_online,logit_mean,fixed_0_5,True,False,fixed_0_5_at_each_prefix,1.0,0.0,50.0,50.0,1.0,0.5213857998289136,0.47861420017108636,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,0.75,0.7333333333333334,0.13277160300859348,1.0,0.5,0.5,0.0,0.19070352942411786,,
unseen_reader_and_text,2,all_allowed_online,logit_mean,inner_oof,True,False,two_sided_confidence_policy,1.0,0.0,50.0,50.0,1.0,0.5213857998289136,0.47861420017108636,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,0.75,0.7333333333333334,0.13277160300859348,1.0,0.5,0.5,0.0,0.19070352942411786,,
unseen_reader_and_text,2,all_allowed_online,logit_mean,inner_oof,True,False,inner_cv_balanced_accuracy_policy,1.0,0.0,1169.0,1169.0,1.0,1.0,0.0,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,1.0,1.0,0.00025187933737520323,1.0,1.0,0.0,0.0,0.010235620323215289,,
unseen_reader_and_text,2,all_allowed_online,logit_mean,inner_oof,True,False,cost_sensitive_online_policy,1.0,0.0,50.0,50.0,1.0,0.5213857998289136,0.47861420017108636,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,0.75,0.7333333333333334,0.13277160300859348,1.0,0.5,0.5,0.0,0.19070352942411786,,
unseen_reader_and_text,2,all_allowed_online,logit_mean,inner_oof,True,False,target_sensitivity_policy,1.0,0.0,1169.0,1169.0,1.0,1.0,0.0,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,1.0,1.0,0.00025187933737520323,1.0,1.0,0.0,0.0,0.010235620323215289,,
unseen_reader_and_text,2,all_allowed_online,logit_mean,inner_oof,True,False,target_specificity_policy,1.0,0.0,1169.0,1169.0,1.0,1.0,0.0,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,1.0,1.0,0.00025187933737520323,1.0,1.0,0.0,0.0,0.010235620323215289,,
unseen_reader_and_text,2,all_allowed_online,logit_mean,inner_oof,True,False,coverage_constrained_policy,1.0,0.0,50.0,50.0,1.0,0.5213857998289136,0.47861420017108636,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,0.75,0.7333333333333334,0.13277160300859348,1.0,0.5,0.5,0.0,0.19070352942411786,,
unseen_reader_and_text,2,all_allowed_online,mean_probability,fixed_0_5,True,False,no_stop_all_evidence,1.0,0.0,1169.0,1169.0,1.0,1.0,0.0,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,1.0,1.0,0.016464307872655886,1.0,1.0,0.0,0.0,0.08990805633524199,,
unseen_reader_and_text,2,all_allowed_online,mean_probability,fixed_0_5,True,False,fixed_0_5_at_each_prefix,1.0,0.0,50.0,50.0,1.0,0.5213857998289136,0.47861420017108636,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,0.75,0.7333333333333334,0.13277160300859348,1.0,0.5,0.5,0.0,0.19070352942411786,,
unseen_reader_and_text,2,all_allowed_online,mean_probability,inner_oof,True,False,two_sided_confidence_policy,1.0,0.0,50.0,50.0,1.0,0.5213857998289136,0.47861420017108636,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,0.75,0.7333333333333334,0.13277160300859348,1.0,0.5,0.5,0.0,0.19070352942411786,,
unseen_reader_and_text,2,all_allowed_online,mean_probability,inner_oof,True,False,inner_cv_balanced_accuracy_policy,1.0,0.0,1169.0,1169.0,1.0,1.0,0.0,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,1.0,1.0,0.016464307872655886,1.0,1.0,0.0,0.0,0.08990805633524199,,
unseen_reader_and_text,2,all_allowed_online,mean_probability,inner_oof,True,False,cost_sensitive_online_policy,1.0,0.0,50.0,50.0,1.0,0.5213857998289136,0.47861420017108636,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,0.75,0.7333333333333334,0.13277160300859348,1.0,0.5,0.5,0.0,0.19070352942411786,,
unseen_reader_and_text,2,all_allowed_online,mean_probability,inner_oof,True,False,target_sensitivity_policy,1.0,0.0,1169.0,1169.0,1.0,1.0,0.0,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,1.0,1.0,0.016464307872655886,1.0,1.0,0.0,0.0,0.08990805633524199,,
unseen_reader_and_text,2,all_allowed_online,mean_probability,inner_oof,True,False,target_specificity_policy,1.0,0.0,1169.0,1169.0,1.0,1.0,0.0,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,1.0,1.0,0.016464307872655886,1.0,1.0,0.0,0.0,0.08990805633524199,,
unseen_reader_and_text,2,all_allowed_online,mean_probability,inner_oof,True,False,coverage_constrained_policy,1.0,0.0,50.0,50.0,1.0,0.5213857998289136,0.47861420017108636,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,0.75,0.7333333333333334,0.13277160300859348,1.0,0.5,0.5,0.0,0.19070352942411786,,
unseen_reader_and_text,2,all_allowed_online,reliability_weighted_probability,fixed_0_5,True,False,no_stop_all_evidence,1.0,0.0,1169.0,1169.0,1.0,1.0,0.0,dyslexia_labeled:1.000;typical_control:1.000,1.0,1.0,1.0,1.0,0.016637460042027798,1.0,1.0,0.0,0.0,0.08803720187275137,,
