split_regime,fold_id,feature_group,prefix_type,prefix_value,calibrator,calibration_source,calibration_status,n_calibration_rows,n_outer_test_rows,clean_result,official_claim_allowed,AUROC,PR-AUC,BA,macro_F1,Brier,sensitivity,specificity,FPR,FNR,ECE,calibration_slope,calibration_intercept
participant_grouped_kfold,0,all_allowed_online,word_count_prefix,all,logistic_recalibration_uncertainty,inner_oof_or_calibration,complete,84,15,True,False,0.98,0.9666666666666666,0.8,0.8295454545454546,0.09360432332546699,0.6,1.0,0.0,0.4,0.09507184402229736,0.15286535542947816,0.5364242654486934
participant_grouped_kfold,0,dfm_residual_plus_uncertainty_prefix,chronological_prefix,100,identity,inner_oof_or_calibration,complete,84,15,True,False,0.44000000000000006,0.3335714285714286,0.44999999999999996,0.4444444444444444,0.40999387620285277,0.2,0.7,0.3,0.8,0.4866704181153415,-0.01089538016677882,0.30594203348235777
participant_grouped_kfold,0,dfm_residual_plus_uncertainty_prefix,chronological_prefix,100,sigmoid,inner_oof_or_calibration,complete,84,15,True,False,0.44000000000000006,0.3335714285714286,0.45,0.375,0.2910091415657912,0.0,0.9,0.1,1.0,0.3825106658884685,-0.030019602442698884,0.2814567500440672
participant_grouped_kfold,0,dfm_residual_plus_uncertainty_prefix,chronological_prefix,100,isotonic,inner_oof_or_calibration,complete,84,15,True,False,0.48000000000000004,0.3866666666666667,0.35,0.3181818181818182,0.3527222222222222,0.0,0.7,0.3,1.0,0.3966666666666666,0.01005936468030584,0.3864067517184569
participant_grouped_kfold,0,dfm_residual_plus_uncertainty_prefix,chronological_prefix,100,logistic_recalibration_uncertainty,inner_oof_or_calibration,complete,84,15,True,False,0.48000000000000004,0.35642857142857143,0.45,0.375,0.28412429210085843,0.0,0.9,0.1,1.0,0.34271852399848146,-0.06429089612112354,0.24157411168242982
participant_grouped_kfold,0,dfm_residual_plus_uncertainty_prefix,chronological_prefix,1000,identity,inner_oof_or_calibration,complete,84,15,True,False,0.8200000000000001,0.7453968253968253,0.6499999999999999,0.6411483253588517,0.22114616666279863,0.6,0.7,0.3,0.4,0.24817623017704923,0.0590762685650017,0.46880148834372154
participant_grouped_kfold,0,dfm_residual_plus_uncertainty_prefix,chronological_prefix,1000,sigmoid,inner_oof_or_calibration,complete,84,15,True,False,0.8200000000000001,0.7453968253968253,0.6,0.5833333333333334,0.1751731240253377,0.2,1.0,0.0,0.8,0.14152804153370416,0.19368568316833765,0.6377434580413531
participant_grouped_kfold,0,dfm_residual_plus_uncertainty_prefix,chronological_prefix,1000,isotonic,inner_oof_or_calibration,complete,84,15,True,False,0.7400000000000001,0.5057142857142858,0.7,0.7,0.19518625518453156,0.6,0.8,0.2,0.4,0.11522854648427144,0.043807264632267966,0.4222912862420364
participant_grouped_kfold,0,dfm_residual_plus_uncertainty_prefix,chronological_prefix,1000,logistic_recalibration_uncertainty,inner_oof_or_calibration,complete,84,15,True,False,0.76,0.7176190476190476,0.6,0.5833333333333334,0.18523801710011867,0.2,1.0,0.0,0.8,0.17373065885387534,0.14488617055199995,0.561670476105544
participant_grouped_kfold,0,dfm_residual_plus_uncertainty_prefix,chronological_prefix,250,identity,inner_oof_or_calibration,complete,84,15,True,False,0.8,0.8102564102564103,0.8,0.784688995215311,0.1718524208603768,0.8,0.8,0.2,0.2,0.18538194301448246,0.06182515165583919,0.5030640508917213
participant_grouped_kfold,0,dfm_residual_plus_uncertainty_prefix,chronological_prefix,250,sigmoid,inner_oof_or_calibration,complete,84,15,True,False,0.8,0.8102564102564103,0.8,0.8295454545454546,0.16360197841780932,0.6,1.0,0.0,0.4,0.2600185078024013,0.14665363557792524,0.6089570460832691
participant_grouped_kfold,0,dfm_residual_plus_uncertainty_prefix,chronological_prefix,250,isotonic,inner_oof_or_calibration,complete,84,15,True,False,0.78,0.56,0.7,0.7,0.1756991685563114,0.6,0.8,0.2,0.4,0.13174603174603175,0.0382117541904673,0.6427508138902321
participant_grouped_kfold,0,dfm_residual_plus_uncertainty_prefix,chronological_prefix,250,logistic_recalibration_uncertainty,inner_oof_or_calibration,complete,84,15,True,False,0.8,0.8102564102564103,0.5,0.4,0.168890432263918,0.0,1.0,0.0,1.0,0.1292287043921757,0.14693115744581656,0.6224090709757967
