split_regime,feature_group,accumulator,prefix_type,prefix_value,n_readers,n_probability_rows,probability_variance,improvement_over_simple_mean_AUROC,improvement_over_single_trial_d3_lite_AUROC,AUROC,PR-AUC,BA,macro_F1,Brier,sensitivity,specificity,FPR,FNR,ECE,calibration_slope,calibration_intercept,simple_mean_AUROC,d3_lite_trial_AUROC
text_balanced_unseen_reader,all_allowed_online,logit_mean,chronological_prefix,250,57,57,0.16692979048567055,-0.00969529085872578,,0.8240997229916898,0.7187594404184499,0.7368421052631579,0.7199475925319359,0.21064818272374092,0.7368421052631579,0.7368421052631579,0.2631578947368421,0.2631578947368421,0.20953493221682917,0.05343812440554743,0.36764538363256677,0.8337950138504155,
text_balanced_unseen_reader,all_allowed_online,logit_mean,chronological_prefix,50,57,57,0.14152170541321296,0.0,,0.7188365650969529,0.508264181995358,0.6973684210526316,0.6998946998947,0.24167487890099185,0.5789473684210527,0.8157894736842105,0.18421052631578946,0.42105263157894735,0.21671921224719023,0.027954265160587084,0.3544626794445688,0.7188365650969529,
text_balanced_unseen_reader,all_allowed_online,logit_mean,chronological_prefix,500,57,57,0.16750901508725616,-0.0013850415512464131,,0.8559556786703602,0.7655057536663423,0.763157894736842,0.740909090909091,0.18549995402590647,0.7894736842105263,0.7368421052631579,0.2631578947368421,0.21052631578947367,0.18132955506419382,0.05702844691305478,0.37272446322267244,0.8573407202216066,
text_balanced_unseen_reader,all_allowed_online,logit_mean,chronological_prefix,all,57,57,0.16064649160148045,0.013850415512465353,,0.9002770083102493,0.8408256484687038,0.763157894736842,0.7524223187437353,0.14414698428331776,0.7368421052631579,0.7894736842105263,0.21052631578947367,0.2631578947368421,0.12076958726062409,0.06508146624144834,0.3796651241689985,0.8864265927977839,
text_balanced_unseen_reader,all_allowed_online,logit_mean,speech_prefix,1,57,57,0.16319719839627864,0.006925207756232732,,0.871191135734072,0.7899925322828809,0.7894736842105263,0.7738095238095238,0.16499073376959716,0.7894736842105263,0.7894736842105263,0.21052631578947367,0.21052631578947367,0.1636664001119043,0.061378958877721386,0.376780551064963,0.8642659279778393,
text_balanced_unseen_reader,all_allowed_online,logit_mean,speech_prefix,2,55,55,0.15907471377879973,0.010510510510510551,,0.8723723723723724,0.7951881781852543,0.753003003003003,0.7417840375586855,0.16664107462160838,0.7222222222222222,0.7837837837837838,0.21621621621621623,0.2777777777777778,0.19625614292093094,0.05815709763150375,0.37478656118684733,0.8618618618618619,
text_balanced_unseen_reader,all_allowed_online,logit_mean,speech_prefix,3,43,43,0.13246380461631013,0.012121212121212088,,0.806060606060606,0.5445642122547748,0.7136363636363636,0.6692307692307693,0.19002114353265204,0.7,0.7272727272727273,0.2727272727272727,0.3,0.2057599303243632,0.053717314662361904,0.3291053036809681,0.793939393939394,
text_balanced_unseen_reader,all_allowed_online,logit_mean,speech_prefix,all,57,57,0.16277314749824306,0.01246537396121894,,0.9127423822714682,0.8630218167308765,0.8157894736842105,0.7946282345234196,0.13423933644997968,0.8421052631578947,0.7894736842105263,0.21052631578947367,0.15789473684210525,0.11348789176015195,0.0654637000161644,0.3796926547916416,0.9002770083102493,
text_balanced_unseen_reader,all_allowed_online,logit_mean,trial_or_text_prefix,1,57,57,0.16360960834246835,0.005540166204986208,,0.868421052631579,0.7901614003007191,0.7894736842105263,0.7738095238095238,0.16694135408141977,0.7894736842105263,0.7894736842105263,0.21052631578947367,0.21052631578947367,0.15689471816197925,0.06079505697004237,0.37704245527759384,0.8628808864265928,
text_balanced_unseen_reader,all_allowed_online,logit_mean,trial_or_text_prefix,2,55,55,0.16014938571112894,0.016516516516516533,,0.8708708708708709,0.7876278108003255,0.7394894894894894,0.7250000000000001,0.16732788649853245,0.7222222222222222,0.7567567567567568,0.24324324324324326,0.2777777777777778,0.16357288010161208,0.05868003392750501,0.3750496529762853,0.8543543543543544,
