analysis_row,source_name,model_name,candidate_id,feature_group,model,evaluation_level,split_regime,fold_id,threshold_policy,threshold_source,official_claim_allowed,score_source,threshold,n_candidate_thresholds,information_bits,n_predictions,n_positive,n_negative,AUROC,PR-AUC,BA,macro_F1,sensitivity,specificity,Brier,log_loss,calibration_slope,calibration_intercept,ECE,status,notes,calibrator,calibration_status
legal_calibrated_probability,official_alignment_d3_full_feature,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,all,fixed_0_5,fixed_0_5,True,p_pred,0.5,,,1228,408,820,0.6317745695839312,0.5177738043808358,0.5877510760401722,0.5855284784988157,0.47794117647058826,0.697560975609756,0.23181116670013321,0.6622423966295389,0.5975807276646246,-0.6891994630324927,0.1600268013375306,complete,identity calibrator; no fitted calibration used.,identity,complete
legal_calibrated_probability,official_alignment_d3_full_feature,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,all,fixed_0_5,calibration_set,True,p_pred,0.5,0.0,,1228,408,820,,,,,,,,,,,,not_computed_missing_calibration_predictions,No train/inner-validation/calibration prediction rows were available.,sigmoid_platt,not_computed_missing_calibration_predictions
legal_calibrated_probability,official_alignment_d3_full_feature,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,all,fixed_0_5,calibration_set,True,p_pred,0.5,0.0,,1228,408,820,,,,,,,,,,,,not_computed_missing_calibration_predictions,No train/inner-validation/calibration prediction rows were available.,isotonic,not_computed_missing_calibration_predictions
legal_calibrated_probability,official_alignment_d3_full_feature,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,all,fixed_0_5,calibration_set,True,p_pred,0.5,0.0,,1228,408,820,,,,,,,,,,,,not_computed_missing_calibration_predictions,No train/inner-validation/calibration prediction rows were available.,temperature_logistic,not_computed_missing_calibration_predictions
legal_calibrated_probability,official_alignment_d3_full_feature,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,all,fixed_0_5,fixed_0_5,True,p_pred,0.5,,,3554,767,2787,0.6829267379886782,0.41629234208814175,0.6339776453257324,0.6075277884862503,0.5345501955671447,0.7334050950843201,0.2172196044167465,0.6311756283758296,0.8346405481164287,-1.2801645319649284,0.24769243359780124,complete,identity calibrator; no fitted calibration used.,identity,complete
legal_calibrated_probability,official_alignment_d3_full_feature,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,all,fixed_0_5,calibration_set,True,p_pred,0.5,0.0,,3554,767,2787,,,,,,,,,,,,not_computed_missing_calibration_predictions,No train/inner-validation/calibration prediction rows were available.,sigmoid_platt,not_computed_missing_calibration_predictions
legal_calibrated_probability,official_alignment_d3_full_feature,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,all,fixed_0_5,calibration_set,True,p_pred,0.5,0.0,,3554,767,2787,,,,,,,,,,,,not_computed_missing_calibration_predictions,No train/inner-validation/calibration prediction rows were available.,isotonic,not_computed_missing_calibration_predictions
legal_calibrated_probability,official_alignment_d3_full_feature,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,all,fixed_0_5,calibration_set,True,p_pred,0.5,0.0,,3554,767,2787,,,,,,,,,,,,not_computed_missing_calibration_predictions,No train/inner-validation/calibration prediction rows were available.,temperature_logistic,not_computed_missing_calibration_predictions
legal_calibrated_probability,phase4_d3_reader_profile,Phase4_D3_ReaderProfile,phase4_d3_reader_profile__D3_dfm_residual_gaze_only__logistic_regression,D3_dfm_residual_gaze_only,logistic_regression,reader_aggregated,leave_one_participant_out,all,fixed_0_5,fixed_0_5,True,p_pred,0.5,,,57,19,38,0.8947368421052632,0.8640879080588109,0.8421052631578947,0.8421052631578947,0.7894736842105263,0.8947368421052632,0.11594163409415904,0.39392611753528445,0.8693048353453224,-0.5321293920730354,0.13204099784956158,complete,identity calibrator; no fitted calibration used.,identity,complete
legal_calibrated_probability,phase4_d3_reader_profile,Phase4_D3_ReaderProfile,phase4_d3_reader_profile__D3_dfm_residual_gaze_only__logistic_regression,D3_dfm_residual_gaze_only,logistic_regression,reader_aggregated,leave_one_participant_out,all,fixed_0_5,calibration_set,True,p_pred,0.5,0.0,,57,19,38,,,,,,,,,,,,not_computed_missing_calibration_predictions,No train/inner-validation/calibration prediction rows were available.,sigmoid_platt,not_computed_missing_calibration_predictions
legal_calibrated_probability,phase4_d3_reader_profile,Phase4_D3_ReaderProfile,phase4_d3_reader_profile__D3_dfm_residual_gaze_only__logistic_regression,D3_dfm_residual_gaze_only,logistic_regression,reader_aggregated,leave_one_participant_out,all,fixed_0_5,calibration_set,True,p_pred,0.5,0.0,,57,19,38,,,,,,,,,,,,not_computed_missing_calibration_predictions,No train/inner-validation/calibration prediction rows were available.,isotonic,not_computed_missing_calibration_predictions
legal_calibrated_probability,phase4_d3_reader_profile,Phase4_D3_ReaderProfile,phase4_d3_reader_profile__D3_dfm_residual_gaze_only__logistic_regression,D3_dfm_residual_gaze_only,logistic_regression,reader_aggregated,leave_one_participant_out,all,fixed_0_5,calibration_set,True,p_pred,0.5,0.0,,57,19,38,,,,,,,,,,,,not_computed_missing_calibration_predictions,No train/inner-validation/calibration prediction rows were available.,temperature_logistic,not_computed_missing_calibration_predictions
