source_name,candidate_id,model_name,feature_group,model,evaluation_level,split_regime,threshold,BA,macro_F1,false_positive,false_negative,true_positive,true_negative,near_threshold_errors,confidently_wrong_errors
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.16,0.5541307986609277,0.39852395460620804,685,23,385,135,76,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.17,0.560222381635581,0.41045105609185745,673,24,384,147,88,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.18,0.5693627450980392,0.42722272183383414,656,25,383,164,91,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.19,0.5754543280726925,0.4385990769323147,644,26,382,176,91,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.2,0.5821616451458632,0.4494730805417022,633,26,382,187,100,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.21,0.5870277379244381,0.45976167670921614,621,28,380,199,99,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.22,0.5973696795791488,0.48064220677765207,596,32,376,224,98,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.23,0.6083393113342898,0.4983629847406433,576,33,375,244,96,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.24,0.6138091822094691,0.5096919172159188,561,36,372,259,93,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.25,0.6186394069823051,0.5248054678794717,537,44,364,283,95,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.26,0.6186095169775228,0.5295857752050375,527,49,359,293,96,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.27,0.6277379244380679,0.545070441237004,506,52,356,314,90,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.28,0.6313605930176949,0.5552790416937505,488,58,350,332,92,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.29,0.6325561932089909,0.5602559205500381,478,62,346,342,96,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.3,0.6386298421807748,0.5715691866866535,460,66,342,360,81,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.31,0.6386059301769489,0.5746647167642944,452,70,338,368,85,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.32,0.6397835963653754,0.5814679356221037,436,77,331,384,83,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.33,0.6403515064562411,0.5872224947565795,421,84,324,399,87,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.34,0.6396999043519846,0.5912016272626537,408,91,317,412,91,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.35000000000000003,0.6390662362505979,0.5930590854305469,401,95,313,419,94,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.36,0.6420911047345768,0.5994011474657619,388,99,309,432,90,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.37,0.6445121951219512,0.6042667010408946,378,102,306,442,88,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.38,0.6432329029172645,0.6086552588367471,360,112,296,460,85,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.39,0.645642037302726,0.6144008626682356,346,117,291,474,79,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.4,0.6480631276901004,0.6189574078912987,336,120,288,484,80,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.41000000000000003,0.6498744619799139,0.6227265279370802,327,123,285,493,81,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.42,0.6473876135820182,0.6238406593406594,315,131,277,505,83,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.43,0.6473517455762793,0.6267136820986716,303,137,271,517,72,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.44,0.6509983261597322,0.6319629254485161,293,139,269,527,65,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.45,0.655864418938307,0.6386220362622037,281,141,267,539,60,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.46,0.6564442850310857,0.6415202380284062,270,146,262,550,59,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.47000000000000003,0.6558046389287422,0.6428972741004249,261,151,257,559,57,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.48,0.6527259684361549,0.6413429365394431,256,156,252,564,56,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.49,0.6453550932568148,0.6362598184939207,250,165,243,570,62,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.5,0.6477821616451458,0.6398116772983653,242,167,241,578,64,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.51,0.6526602104256336,0.645469736687692,234,167,241,586,57,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.52,0.648953849832616,0.6439713271545506,224,175,233,596,60,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.53,0.6471006695361071,0.6431483644859812,219,179,229,601,61,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.54,0.6464729794356767,0.6433751056040552,214,182,226,606,54,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.55,0.6427666188426591,0.6414943908475229,204,190,218,616,53,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.56,0.6427486848397896,0.6423038958233228,198,193,215,622,53,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.5700000000000001,0.6451697752271641,0.6458713832548304,188,196,212,632,48,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.58,0.6408596365375419,0.6426629322809155,181,203,205,639,48,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.59,0.6347202295552368,0.6372130730809132,177,210,198,643,59,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.6,0.6304220468675275,0.6333273205273359,174,215,193,646,57,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.61,0.6248983739837398,0.6281489950098105,171,221,187,649,63,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.62,0.6260939741750359,0.6300881530316652,161,225,183,659,61,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.63,0.6273075083692013,0.6315873989423659,157,226,182,663,59,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.64,0.6303383548541368,0.6353800875562865,146,229,179,674,58,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.65,0.6291009086561454,0.6343317568751095,142,232,176,678,58,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.66,0.6315339550454327,0.6371759856450021,136,233,175,684,55,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.67,0.6296747967479674,0.6355355212071072,129,238,170,691,53,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.68,0.6284253945480631,0.6344604474218778,121,243,165,699,54,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.6900000000000001,0.6345109995217599,0.6414253528043508,107,245,163,713,43,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.7000000000000001,0.6320420851267337,0.638782062294733,101,250,158,719,44,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.71,0.6320181731229078,0.6387791345774824,93,254,154,727,45,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.72,0.6320062171209948,0.6387443796296375,89,256,152,731,43,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.73,0.6289275466284074,0.635110239496048,84,261,147,736,49,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.74,0.6240136298421808,0.6292009192617712,80,267,141,740,55,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.75,0.6258369201339072,0.6311566352207041,75,268,140,745,51,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.76,0.6196915351506457,0.6233540743743682,69,276,132,751,52,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.77,0.6215148254423721,0.625234145874334,64,277,131,756,47,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.78,0.623320181731229,0.6265859662922985,53,281,127,767,39,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.79,0.6220767575322812,0.6244108618828099,47,285,123,773,33,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.8,0.6214490674318508,0.623039571356812,42,288,120,778,33,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.81,0.61837637494022,0.6186117124040238,39,292,116,781,26,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.8200000000000001,0.6128586800573887,0.6110775490832839,38,297,111,782,31,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.8300000000000001,0.6091702534672405,0.6053803424688978,34,302,106,786,30,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.84,0.5981348637015782,0.5895211442786069,32,312,96,788,36,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.85,0.5962876614060258,0.586167440584651,29,315,93,791,35,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.86,0.5889347202295552,0.5754508242062175,29,321,87,791,39,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.87,0.5815758010521281,0.5638920984579063,27,328,80,793,40,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.88,0.5803443328550932,0.5613822385664482,25,330,78,795,38,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.89,0.5705344332855093,0.5454642126789366,23,339,69,797,37,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.9,0.5619500239120038,0.5308987481055494,21,347,61,799,43,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.91,0.5570420851267336,0.5219227689753704,19,352,56,801,41,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.92,0.5515243902439024,0.5121734183772377,18,357,51,802,41,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.93,0.5460007173601148,0.5010834236186349,15,363,45,805,42,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.9400000000000001,0.5386417981826876,0.48689483026282343,13,370,38,807,41,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.9500000000000001,0.5318926351028216,0.47262976020454023,10,377,31,810,40,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.96,0.5177965088474414,0.44506313016622767,9,389,19,811,46,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.97,0.5134983261597322,0.4340909509852716,6,394,14,814,43,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.98,0.50737087517934,0.4216701028769976,6,399,9,814,42,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,0.99,0.5006217120994739,0.40474471976002624,3,406,2,817,39,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_reader_and_text,1.0,0.5,0.400390625,0,408,0,820,31,68
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.0,0.5,0.17750520712797963,2787,0,767,0,161,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.01,0.501321557669736,0.18169743843966418,2776,1,766,11,190,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.02,0.5076664379085426,0.19681071076812107,2737,2,765,50,195,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.03,0.5141249954973477,0.21063593504452593,2701,2,765,86,203,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.04,0.519507126821352,0.22194400114990398,2671,2,765,116,218,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.05,0.5275803238073585,0.23855895516912465,2626,2,765,161,211,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.06,0.5345770945285641,0.25263670116477094,2587,2,765,200,210,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.07,0.541639592277238,0.2676033569387049,2544,3,764,243,200,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.08,0.5495333848857776,0.2828038018970141,2500,3,764,287,188,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.09,0.5576065818717841,0.2980129363727563,2455,3,764,332,184,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.1,0.563772057733124,0.3103629416885405,2417,4,763,370,176,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.11,0.5707688284543295,0.3230530322415558,2378,4,763,409,182,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.12,0.5766891729107343,0.3336183510770981,2345,4,763,442,202,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.13,0.5824301129896722,0.3437189153605191,2313,4,763,474,228,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.14,0.5884819115010135,0.35594635015592185,2272,6,761,515,249,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.15,0.5923808574827532,0.3643027071542718,2243,8,759,544,278,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.16,0.6004540544687595,0.37786747771150264,2198,8,759,589,277,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.17,0.6101418908519674,0.3938393305784207,2144,8,759,643,291,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.18,0.6198954542626434,0.4103716862346782,2086,9,758,701,291,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.19,0.6306597169106519,0.42740533201614106,2026,9,758,761,282,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.2,0.6395819854614622,0.4427116595201168,1969,11,756,818,274,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.21,0.6455201066228049,0.4539038840925633,1925,14,753,862,289,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.22,0.6564158233257502,0.4716479050708893,1857,16,751,930,285,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.23,0.6627305299469646,0.4849501509343677,1800,22,745,987,288,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.24,0.6702832905055086,0.49787659367098624,1747,25,742,1040,288,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.25,0.6784222145189834,0.5102167802361858,1698,26,741,1089,303,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.26,0.68520940724513,0.5229447909859363,1642,31,736,1145,298,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.27,0.6943768072008754,0.5376394459562285,1580,34,733,1207,296,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.28,0.7003327050671562,0.5494411322243709,1525,40,727,1262,279,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.29,0.7060434715285019,0.5601920601920601,1475,45,722,1312,291,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.3,0.7137934131694509,0.5741843423750789,1410,51,716,1377,268,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.31,0.7154134323589361,0.5824200576744839,1361,62,705,1426,258,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.32,0.7207831667702862,0.5939967220573037,1302,70,697,1485,238,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.33,0.7236891902196312,0.6010986798218767,1264,76,691,1523,250,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.34,0.7279345480436502,0.6120386768158443,1204,86,681,1583,230,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.35000000000000003,0.7313130575979274,0.6191639025603546,1167,91,676,1620,235,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.36,0.7300626067479437,0.6230948147248183,1134,102,665,1653,229,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.37,0.7335547936522193,0.6298121303410535,1100,106,661,1687,223,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.38,0.7340504362543734,0.636991890341586,1050,119,648,1737,216,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.39,0.7331587941593233,0.6412376921843326,1015,130,637,1772,221,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.4,0.7330504966016086,0.6469709355909183,972,142,625,1815,214,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.41000000000000003,0.7294198385220261,0.6483725153840397,945,155,612,1842,218,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.42,0.7299456547417723,0.6529226314429022,913,163,604,1874,223,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.43,0.7272777455769921,0.6559755250394086,877,177,590,1910,212,216
d3_eyebench_lite_candidate_0000,candidate_0000,D3_EyeBench_Lite,D3_EyeBench_Lite,logistic_regression,trial_level,unseen_text,0.44,0.7290593924390061,0.6621756816688591,838,185,582,1949,193,216
