source_name,candidate_id,model_name,feature_group,model,evaluation_level,split_regime,threshold,BA,macro_F1,false_positive,false_negative,true_positive,true_negative,near_threshold_errors,confidently_wrong_errors
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.51,0.7552083333333333,0.7485714285714286,5,4,8,27,1,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.52,0.7552083333333333,0.7485714285714286,5,4,8,27,1,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.53,0.7552083333333333,0.7485714285714286,5,4,8,27,1,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.54,0.7552083333333333,0.7485714285714286,5,4,8,27,1,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.55,0.7708333333333333,0.7708333333333333,4,4,8,28,0,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.56,0.7291666666666667,0.7351170568561873,4,5,7,28,1,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.5700000000000001,0.7291666666666667,0.7351170568561873,4,5,7,28,1,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.58,0.7291666666666667,0.7351170568561873,4,5,7,28,1,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.59,0.7291666666666667,0.7351170568561873,4,5,7,28,1,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.6,0.7291666666666667,0.7351170568561873,4,5,7,28,1,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.61,0.6875,0.696969696969697,4,6,6,28,1,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.62,0.6875,0.696969696969697,4,6,6,28,2,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.63,0.6875,0.696969696969697,4,6,6,28,2,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.64,0.6875,0.696969696969697,4,6,6,28,2,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.65,0.6875,0.696969696969697,4,6,6,28,2,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.66,0.6458333333333334,0.656005685856432,4,7,5,28,2,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.67,0.6614583333333334,0.6764705882352942,3,7,5,29,1,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.68,0.6614583333333334,0.6764705882352942,3,7,5,29,1,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.6900000000000001,0.6614583333333334,0.6764705882352942,3,7,5,29,1,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.7000000000000001,0.6614583333333334,0.6764705882352942,3,7,5,29,1,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.71,0.6614583333333334,0.6764705882352942,3,7,5,29,0,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.72,0.6614583333333334,0.6764705882352942,3,7,5,29,0,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.73,0.6197916666666666,0.6308161708619374,3,8,4,29,1,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.74,0.6197916666666666,0.6308161708619374,3,8,4,29,1,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.75,0.6197916666666666,0.6308161708619374,3,8,4,29,1,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.76,0.6197916666666666,0.6308161708619374,3,8,4,29,2,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.77,0.6197916666666666,0.6308161708619374,3,8,4,29,2,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.78,0.6197916666666666,0.6308161708619374,3,8,4,29,1,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.79,0.6197916666666666,0.6308161708619374,3,8,4,29,1,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.8,0.6197916666666666,0.6308161708619374,3,8,4,29,1,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.81,0.6354166666666666,0.6507936507936507,2,8,4,30,0,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.8200000000000001,0.6354166666666666,0.6507936507936507,2,8,4,30,0,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.8300000000000001,0.6354166666666666,0.6507936507936507,2,8,4,30,0,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.84,0.6354166666666666,0.6507936507936507,2,8,4,30,1,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.85,0.59375,0.5990057995028998,2,9,3,30,2,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.86,0.59375,0.5990057995028998,2,9,3,30,2,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.87,0.59375,0.5990057995028998,2,9,3,30,2,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.88,0.59375,0.5990057995028998,2,9,3,30,2,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.89,0.609375,0.6180555555555556,1,9,3,31,1,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.9,0.609375,0.6180555555555556,1,9,3,31,0,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.91,0.609375,0.6180555555555556,1,9,3,31,0,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.92,0.609375,0.6180555555555556,1,9,3,31,0,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.93,0.609375,0.6180555555555556,1,9,3,31,0,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.9400000000000001,0.609375,0.6180555555555556,1,9,3,31,1,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.9500000000000001,0.5677083333333334,0.5579908675799087,1,10,2,31,2,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.96,0.5677083333333334,0.5579908675799087,1,10,2,31,2,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.97,0.5677083333333334,0.5579908675799087,1,10,2,31,2,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.98,0.5260416666666666,0.49034749034749037,1,11,1,31,3,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,0.99,0.5,0.42105263157894735,0,12,0,32,3,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,1.0,0.5,0.42105263157894735,0,12,0,32,2,5
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.0,0.5,0.18518518518518517,187,0,55,0,17,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.01,0.5133689839572193,0.2143978310502283,182,0,55,5,14,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.02,0.5122994652406417,0.22831632653061223,179,1,54,8,16,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.03,0.5256684491978609,0.25548933776347943,174,1,54,13,14,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.04,0.5283422459893048,0.26079629239519697,173,1,54,14,18,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.05,0.5363636363636364,0.2764752163650669,170,1,54,17,17,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.06,0.5417112299465241,0.28673328798897785,168,1,54,19,22,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.07,0.5524064171122994,0.30680693713869067,164,1,54,23,21,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.08,0.560427807486631,0.32149532710280376,161,1,54,26,22,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.09,0.5737967914438502,0.3453260963211855,156,1,54,31,21,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.1,0.5791443850267379,0.3546444608846756,154,1,54,33,26,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.11,0.597860962566845,0.38637609649122806,147,1,54,40,20,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.12,0.6085561497326203,0.40394088669950734,143,1,54,44,17,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.13,0.6101604278074866,0.41710654435504535,139,2,53,48,18,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.14,0.620855614973262,0.43387463073954546,135,2,53,52,18,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.15,0.6395721925133689,0.4624794969928923,128,2,53,59,17,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.16,0.6331550802139038,0.4622222222222222,127,3,52,60,20,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.17,0.6358288770053476,0.4662038541114512,126,3,52,61,20,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.18,0.646524064171123,0.48197619659217394,122,3,52,65,17,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.19,0.6572192513368984,0.49752037752037753,118,3,52,69,17,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.2,0.6732620320855615,0.5204617902989574,112,3,52,75,15,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.21,0.681283422459893,0.5317855168601437,109,3,52,78,14,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.22,0.6839572192513369,0.5355407625140486,108,3,52,79,14,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.23,0.6893048128342246,0.5430244443289504,106,3,52,81,15,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.24,0.7,0.5578947368421052,102,3,52,85,16,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.25,0.7016042780748664,0.5678571428571428,98,4,51,89,17,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.26,0.7096256684491978,0.5788196825061969,95,4,51,92,16,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.27,0.7032085561497325,0.5775720708807194,94,5,50,93,19,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.28,0.7112299465240641,0.5884353741496599,91,5,50,96,19,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.29,0.7245989304812834,0.6064900023229634,86,5,50,101,16,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.3,0.7171122994652406,0.6106300280213324,82,7,48,105,14,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.31,0.7224598930481283,0.617776809541964,80,7,48,107,13,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.32,0.7304812834224599,0.6285087719298246,77,7,48,110,10,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.33,0.7385026737967915,0.6392646165737316,74,7,48,113,8,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.34,0.7438502673796792,0.6464539990753584,72,7,48,115,6,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.35000000000000003,0.746524064171123,0.650055617352614,71,7,48,116,4,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.36,0.7401069518716576,0.6482558139534884,70,8,47,117,5,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.37,0.7427807486631015,0.6518506062814118,69,8,47,118,5,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.38,0.7454545454545454,0.6554514799550394,68,8,47,119,9,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.39,0.7454545454545454,0.6554514799550394,68,8,47,119,12,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.4,0.7481283422459892,0.6590588898281206,67,8,47,120,11,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.41000000000000003,0.732620320855615,0.6515874820034857,66,10,45,121,13,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.42,0.7262032085561498,0.6495426829268293,65,11,44,122,14,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.43,0.739572192513369,0.6674987905176584,60,11,44,127,11,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.44,0.7475935828877005,0.6783927454659162,57,11,44,130,11,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.45,0.7475935828877005,0.6783927454659162,57,11,44,130,12,11
benchmark_bridge_d3_full_data,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,BenchmarkBridge_D3_FullData,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,0.46,0.7529411764705882,0.6857142857142857,55,11,44,132,11,11
