evidence_id,analysis_row,source_name,model_name,candidate_id,feature_group,model,evaluation_level,split_regime,fold_id,threshold_policy,threshold_source,official_claim_allowed,score_source,threshold,n_candidate_thresholds,information_bits,n_predictions,n_positive,n_negative,AUROC,PR_AUC,balanced_accuracy,macro_F1,sensitivity,specificity,Brier,log_loss,calibration_slope,calibration_intercept,ECE,status,notes,improvement_over_fixed_0_5_BA,improvement_over_best_legal_BA,source_phase,source_file,result_origin,result_scope,oracle_variant,group_key,clean_result,benchmark_relative_claim_allowed,FPR,FNR
oracle_00023,test_oracle_threshold_diagnostic,official_alignment_d3_full_feature,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader,all,fold_test_oracle_threshold,test_oracle_diagnostic,False,p_pred,0.5347551690902719,3511,39.09755073717808,3554.0,767.0,2787.0,0.6717077659406754,0.409135869657341,0.647036974142847,0.6326257330208522,0.5032594524119948,0.7908144958736993,0.2199160771335113,0.637824705334294,0.7693790571458392,-1.2774335948138913,0.2493727876809813,complete,Diagnostic upper bound with one test-label threshold per outer fold.,0.0067519132705344,,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,oracle_diagnostic,diagnostic_completed_result,,,,,,
oracle_00024,test_oracle_threshold_diagnostic,official_alignment_d3_full_feature,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,all,global_test_oracle_threshold,test_oracle_diagnostic,False,p_pred,0.4666049237464981,8193,13.000176099486442,1228.0,408.0,820.0,0.6317745695839312,0.5177738043808358,0.6057030129124821,0.5916776283457519,0.5882352941176471,0.6231707317073171,0.2318111667001332,0.6622423966295389,0.5975807276646246,-0.6891994630324927,0.1600268013375306,complete,Diagnostic upper bound; outer test labels used for threshold selection.,0.0256206149102666,,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,oracle_diagnostic,diagnostic_completed_result,,,,,,
oracle_00025,test_oracle_threshold_diagnostic,official_alignment_d3_full_feature,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,all,split_regime_test_oracle_threshold,test_oracle_diagnostic,False,p_pred,0.5630708089330938,1210,10.240791332161956,1228.0,408.0,820.0,0.6317745695839312,0.5177738043808358,0.607681731229077,0.6115749216421129,0.3995098039215686,0.8158536585365853,0.2318111667001332,0.6622423966295389,0.5975807276646246,-0.6891994630324927,0.1600268013375306,complete,Diagnostic upper bound; outer test labels used for threshold selection.,0.0275993332268615,,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,oracle_diagnostic,diagnostic_completed_result,,,,,,
oracle_00026,test_oracle_threshold_diagnostic,official_alignment_d3_full_feature,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_reader_and_text,all,fold_test_oracle_threshold,test_oracle_diagnostic,False,p_pred,0.5735910506190474,1219,32.88478227272063,1228.0,408.0,820.0,0.6317745695839312,0.5177738043808358,0.6329268292682927,0.6338766217339453,0.5,0.7658536585365854,0.2318111667001332,0.6622423966295389,0.5975807276646246,-0.6891994630324927,0.1600268013375306,complete,Diagnostic upper bound with one test-label threshold per outer fold.,0.0528444312660772,,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,oracle_diagnostic,diagnostic_completed_result,,,,,,
oracle_00027,test_oracle_threshold_diagnostic,official_alignment_d3_full_feature,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,all,global_test_oracle_threshold,test_oracle_diagnostic,False,p_pred,0.4666049237464981,8193,13.000176099486442,3554.0,767.0,2787.0,0.6829267379886782,0.4162923420881417,0.6355724028818845,0.5822613024357376,0.6310299869621904,0.6401148188015787,0.2172196044167465,0.6311756283758296,0.8346405481164287,-1.2801645319649284,0.2476924335978012,complete,Diagnostic upper bound; outer test labels used for threshold selection.,-0.0048023389720904,,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,oracle_diagnostic,diagnostic_completed_result,,,,,,
oracle_00028,test_oracle_threshold_diagnostic,official_alignment_d3_full_feature,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,all,split_regime_test_oracle_threshold,test_oracle_diagnostic,False,p_pred,0.4513772647170762,3497,11.771902080697716,3554.0,767.0,2787.0,0.6829267379886782,0.4162923420881417,0.6406878836318183,0.5701404542480316,0.6897001303780965,0.59167563688554,0.2172196044167465,0.6311756283758296,0.8346405481164287,-1.2801645319649284,0.2476924335978012,complete,Diagnostic upper bound; outer test labels used for threshold selection.,0.0003131417778432,,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,oracle_diagnostic,diagnostic_completed_result,,,,,,
oracle_00029,test_oracle_threshold_diagnostic,official_alignment_d3_full_feature,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,D3_dfm_residual_gaze_only,logistic_regression,trial_level,unseen_text,all,fold_test_oracle_threshold,test_oracle_diagnostic,False,p_pred,0.4627365306686486,3506,39.085051740783285,3554.0,767.0,2787.0,0.6829267379886782,0.4162923420881417,0.6540952616192988,0.5880636419736525,0.6870925684485006,0.6210979547900969,0.2172196044167465,0.6311756283758296,0.8346405481164287,-1.2801645319649284,0.2476924335978012,complete,Diagnostic upper bound with one test-label threshold per outer fold.,0.0137205197653237,,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,oracle_diagnostic,diagnostic_completed_result,,,,,,
oracle_00030,test_oracle_threshold_diagnostic,phase4_d3_reader_profile,Phase4_D3_ReaderProfile,phase4_d3_reader_profile__D3_dfm_residual_gaze_only__logistic_regression,D3_dfm_residual_gaze_only,logistic_regression,reader_aggregated,leave_one_participant_out,all,global_test_oracle_threshold,test_oracle_diagnostic,False,p_pred,0.4008464805999141,60,5.906890595608519,57.0,19.0,38.0,0.8947368421052632,0.8640879080588109,0.868421052631579,0.8492063492063492,0.8947368421052632,0.8421052631578947,0.115941634094159,0.3939261175352844,0.8693048353453224,-0.5321293920730354,0.1320409978495615,complete,Diagnostic upper bound; outer test labels used for threshold selection.,0.0263157894736842,,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,oracle_diagnostic,diagnostic_completed_result,,,,,,
oracle_00031,test_oracle_threshold_diagnostic,phase4_d3_reader_profile,Phase4_D3_ReaderProfile,phase4_d3_reader_profile__D3_dfm_residual_gaze_only__logistic_regression,D3_dfm_residual_gaze_only,logistic_regression,reader_aggregated,leave_one_participant_out,all,split_regime_test_oracle_threshold,test_oracle_diagnostic,False,p_pred,0.4008464805999141,60,5.906890595608519,57.0,19.0,38.0,0.8947368421052632,0.8640879080588109,0.868421052631579,0.8492063492063492,0.8947368421052632,0.8421052631578947,0.115941634094159,0.3939261175352844,0.8693048353453224,-0.5321293920730354,0.1320409978495615,complete,Diagnostic upper bound; outer test labels used for threshold selection.,0.0263157894736842,,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,oracle_diagnostic,diagnostic_completed_result,,,,,,
oracle_00032,test_oracle_threshold_diagnostic,phase4_d3_reader_profile,Phase4_D3_ReaderProfile,phase4_d3_reader_profile__D3_dfm_residual_gaze_only__logistic_regression,D3_dfm_residual_gaze_only,logistic_regression,reader_aggregated,leave_one_participant_out,all,fold_test_oracle_threshold,test_oracle_diagnostic,False,p_pred,0.5,228,114.0,57.0,19.0,38.0,0.8947368421052632,0.8640879080588109,0.8421052631578947,0.8421052631578947,0.7894736842105263,0.8947368421052632,0.115941634094159,0.3939261175352845,0.8693048353453224,-0.5321293920730354,0.1320409978495615,complete,Diagnostic upper bound with one test-label threshold per outer fold.,0.0,,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,oracle_diagnostic,diagnostic_completed_result,,,,,,
