evidence_id,source_phase,model_name,candidate_id,split_regime,prefix_type,prefix_value,evidence_budget,feature_family,calibrator,threshold_policy,threshold_source,accumulator,evaluation_level,AUROC,PR_AUC,balanced_accuracy,macro_F1,Brier,n_readers,n_prefix_rows,stable_enough_rate,result_origin,result_scope,preferred_for_future_tables,notes
online_v2_prefix_00229,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,speech_prefix,all,speech_prefix:all,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,mean_probability,reader_aggregated,0.8587257617728531,0.8017836846322315,0.8157894736842105,0.8074324324324325,0.1459853509350227,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00230,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,trial_or_text_prefix,1,trial_or_text_prefix:1,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,mean_probability,reader_aggregated,0.7839335180055402,0.6911024574657341,0.763157894736842,0.740909090909091,0.1856277828445537,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00231,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,trial_or_text_prefix,2,trial_or_text_prefix:2,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,mean_probability,reader_aggregated,0.7927927927927928,0.7075885436673336,0.795045045045045,0.76890756302521,0.18069255122564,55.0,55.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00232,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,trial_or_text_prefix,3,trial_or_text_prefix:3,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,mean_probability,reader_aggregated,0.7212121212121213,0.4809595092804475,0.7136363636363636,0.6692307692307693,0.2034069556397498,43.0,43.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00233,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,trial_or_text_prefix,all,trial_or_text_prefix:all,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,mean_probability,reader_aggregated,0.8518005540166205,0.7951091089758575,0.7894736842105263,0.7738095238095238,0.1512430988494548,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00234,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,word_count_prefix,100,word_count_prefix:100,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,mean_probability,reader_aggregated,0.6634349030470914,0.5349832342112162,0.6578947368421053,0.645266950540452,0.2726952849516826,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00235,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,word_count_prefix,1000,word_count_prefix:1000,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,mean_probability,reader_aggregated,0.7894736842105263,0.690288861322143,0.7236842105263157,0.7038961038961039,0.1921649032397971,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00236,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,word_count_prefix,250,word_count_prefix:250,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,mean_probability,reader_aggregated,0.7132963988919667,0.5925788168847352,0.6578947368421053,0.645266950540452,0.2530895524626407,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00237,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,word_count_prefix,50,word_count_prefix:50,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,mean_probability,reader_aggregated,0.6537396121883656,0.4716944979895621,0.6710526315789473,0.6607142857142857,0.2739847361803096,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00238,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,word_count_prefix,500,word_count_prefix:500,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,mean_probability,reader_aggregated,0.7562326869806094,0.6505430444815421,0.7105263157894737,0.6984126984126984,0.2189678298194566,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00239,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,word_count_prefix,all,word_count_prefix:all,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,mean_probability,reader_aggregated,0.8268698060941828,0.7630379049540934,0.7763157894736843,0.7572879135276778,0.1648192664935645,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00240,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,chronological_prefix,100,chronological_prefix:100,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,reliability_weighted_probability,reader_aggregated,0.6634349030470913,0.5396934332317549,0.631578947368421,0.623015873015873,0.2764025128642368,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00241,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,chronological_prefix,1000,chronological_prefix:1000,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,reliability_weighted_probability,reader_aggregated,0.7922437673130194,0.695653570388201,0.763157894736842,0.740909090909091,0.1838041130708296,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00242,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,chronological_prefix,250,chronological_prefix:250,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,reliability_weighted_probability,reader_aggregated,0.7354570637119113,0.6332642171895353,0.6710526315789473,0.6607142857142857,0.2397623537260581,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00243,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,chronological_prefix,50,chronological_prefix:50,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,reliability_weighted_probability,reader_aggregated,0.6537396121883656,0.4716944979895621,0.6710526315789473,0.6607142857142857,0.2739847361803096,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00244,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,chronological_prefix,500,chronological_prefix:500,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,reliability_weighted_probability,reader_aggregated,0.7756232686980609,0.6853252880999925,0.7368421052631579,0.7199475925319359,0.2020717013462963,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00245,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,chronological_prefix,all,chronological_prefix:all,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,reliability_weighted_probability,reader_aggregated,0.8476454293628808,0.7920129370614135,0.7763157894736843,0.7572879135276778,0.1564246250503378,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00246,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,speech_prefix,1,speech_prefix:1,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,reliability_weighted_probability,reader_aggregated,0.7922437673130193,0.7102960171890722,0.7894736842105263,0.761352657004831,0.1820202258633418,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00247,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,speech_prefix,2,speech_prefix:2,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,reliability_weighted_probability,reader_aggregated,0.8003003003003003,0.7180840941766995,0.795045045045045,0.76890756302521,0.1774230011926687,55.0,55.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00248,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,speech_prefix,3,speech_prefix:3,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,reliability_weighted_probability,reader_aggregated,0.7393939393939395,0.4944360098965362,0.6636363636363636,0.6334426229508197,0.1960195808588973,43.0,43.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00249,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,speech_prefix,all,speech_prefix:all,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,reliability_weighted_probability,reader_aggregated,0.8628808864265928,0.8071317321704319,0.8157894736842105,0.8074324324324325,0.1441572159489588,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00250,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,trial_or_text_prefix,1,trial_or_text_prefix:1,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,reliability_weighted_probability,reader_aggregated,0.7880886426592797,0.7059520815258844,0.763157894736842,0.740909090909091,0.1842195683201018,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00251,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,trial_or_text_prefix,2,trial_or_text_prefix:2,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,reliability_weighted_probability,reader_aggregated,0.7957957957957957,0.7113854132923766,0.795045045045045,0.76890756302521,0.1795241774754888,55.0,55.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00252,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,trial_or_text_prefix,3,trial_or_text_prefix:3,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,reliability_weighted_probability,reader_aggregated,0.7212121212121213,0.4809595092804475,0.6636363636363636,0.6334426229508197,0.2021475507382766,43.0,43.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00253,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,trial_or_text_prefix,all,trial_or_text_prefix:all,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,reliability_weighted_probability,reader_aggregated,0.8545706371191135,0.7963192423545609,0.8026315789473684,0.7905111927831607,0.149372981136156,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00254,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,word_count_prefix,100,word_count_prefix:100,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,reliability_weighted_probability,reader_aggregated,0.6634349030470913,0.5343344940595225,0.6578947368421053,0.645266950540452,0.2728747989489319,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00255,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,word_count_prefix,1000,word_count_prefix:1000,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,reliability_weighted_probability,reader_aggregated,0.7908587257617727,0.6907087941328933,0.7236842105263157,0.7038961038961039,0.190023753820059,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00256,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,word_count_prefix,250,word_count_prefix:250,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,reliability_weighted_probability,reader_aggregated,0.7146814404432132,0.6051028169433612,0.6578947368421053,0.645266950540452,0.2524332160493315,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00257,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,word_count_prefix,50,word_count_prefix:50,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,reliability_weighted_probability,reader_aggregated,0.6537396121883656,0.4716944979895621,0.6710526315789473,0.6607142857142857,0.2739847361803096,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00258,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,word_count_prefix,500,word_count_prefix:500,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,reliability_weighted_probability,reader_aggregated,0.7576177285318559,0.6526960315375763,0.7368421052631579,0.7199475925319359,0.2168172036355162,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00259,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,word_count_prefix,all,word_count_prefix:all,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,reliability_weighted_probability,reader_aggregated,0.8296398891966759,0.7656319342098223,0.7763157894736843,0.7572879135276778,0.1633693632980943,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00260,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,chronological_prefix,100,chronological_prefix:100,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,uncertainty_weighted_logit,reader_aggregated,0.6662049861495845,0.4815732241564684,0.631578947368421,0.623015873015873,0.290106573300619,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00261,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,chronological_prefix,1000,chronological_prefix:1000,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,uncertainty_weighted_logit,reader_aggregated,0.7977839335180055,0.6578744642486662,0.763157894736842,0.740909090909091,0.2179922623708218,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00262,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,chronological_prefix,250,chronological_prefix:250,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,uncertainty_weighted_logit,reader_aggregated,0.7354570637119113,0.5694945106871985,0.6973684210526316,0.6826072715361939,0.268625760426447,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00263,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,chronological_prefix,50,chronological_prefix:50,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,uncertainty_weighted_logit,reader_aggregated,0.6537396121883656,0.4716944979895621,0.6710526315789473,0.6607142857142857,0.2739847361803096,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00264,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,chronological_prefix,500,chronological_prefix:500,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,uncertainty_weighted_logit,reader_aggregated,0.7714681440443213,0.6102585967524048,0.763157894736842,0.740909090909091,0.2342854039585656,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00265,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,chronological_prefix,all,chronological_prefix:all,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,uncertainty_weighted_logit,reader_aggregated,0.8282548476454293,0.7168085825772808,0.7763157894736843,0.7572879135276778,0.1934792708700277,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00266,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,speech_prefix,1,speech_prefix:1,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,uncertainty_weighted_logit,reader_aggregated,0.8033240997229918,0.6624713773024802,0.763157894736842,0.740909090909091,0.2152277376196239,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00267,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,speech_prefix,2,speech_prefix:2,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,uncertainty_weighted_logit,reader_aggregated,0.8033033033033032,0.6855957919064055,0.7672672672672673,0.7472605160834218,0.2165444725652053,55.0,55.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00268,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,speech_prefix,3,speech_prefix:3,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,uncertainty_weighted_logit,reader_aggregated,0.696969696969697,0.3765203226426136,0.6636363636363636,0.6334426229508197,0.2607479344325497,43.0,43.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00269,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,speech_prefix,all,speech_prefix:all,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,uncertainty_weighted_logit,reader_aggregated,0.8379501385041551,0.7297903425327248,0.7763157894736843,0.7572879135276778,0.1871677492442842,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00270,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,trial_or_text_prefix,1,trial_or_text_prefix:1,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,uncertainty_weighted_logit,reader_aggregated,0.799168975069252,0.6560677163281821,0.763157894736842,0.740909090909091,0.2164707271892809,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00271,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,trial_or_text_prefix,2,trial_or_text_prefix:2,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,uncertainty_weighted_logit,reader_aggregated,0.8063063063063063,0.6876564051512293,0.7672672672672673,0.7472605160834218,0.2106233358517316,55.0,55.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00272,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,trial_or_text_prefix,3,trial_or_text_prefix:3,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,uncertainty_weighted_logit,reader_aggregated,0.693939393939394,0.3737402956520603,0.6636363636363636,0.6334426229508197,0.2637082943873908,43.0,43.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00273,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,trial_or_text_prefix,all,trial_or_text_prefix:all,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,uncertainty_weighted_logit,reader_aggregated,0.8365650969529086,0.7280815250344337,0.7763157894736843,0.7572879135276778,0.1899401534968125,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00274,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,word_count_prefix,100,word_count_prefix:100,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,uncertainty_weighted_logit,reader_aggregated,0.670360110803324,0.4866003614334653,0.631578947368421,0.623015873015873,0.2849549253566127,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00275,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,word_count_prefix,1000,word_count_prefix:1000,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,uncertainty_weighted_logit,reader_aggregated,0.7963988919667591,0.6553295663436576,0.763157894736842,0.740909090909091,0.2198553764286479,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00276,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,word_count_prefix,250,word_count_prefix:250,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,uncertainty_weighted_logit,reader_aggregated,0.721606648199446,0.5563024018308282,0.6447368421052632,0.6381556966254593,0.2799021522488878,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00277,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,word_count_prefix,50,word_count_prefix:50,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,uncertainty_weighted_logit,reader_aggregated,0.6537396121883656,0.4716944979895621,0.6710526315789473,0.6607142857142857,0.2739847361803096,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00278,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,word_count_prefix,500,word_count_prefix:500,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,uncertainty_weighted_logit,reader_aggregated,0.7645429362880887,0.6043256150657887,0.7368421052631579,0.7199475925319359,0.2419172770337101,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00279,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,participant_grouped_kfold,word_count_prefix,all,word_count_prefix:all,dfm_residual_plus_uncertainty_prefix,identity,fixed_0_5,outer_test_applied_threshold_from_row,uncertainty_weighted_logit,reader_aggregated,0.8268698060941828,0.7170794479450988,0.75,0.7361111111111112,0.1978407876472725,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00280,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,text_balanced_unseen_reader,chronological_prefix,100,chronological_prefix:100,all_allowed_strict_online,identity,fixed_0_5,outer_test_applied_threshold_from_row,beta_binomial_posterior,reader_aggregated,0.7659279778393352,0.6245295682364223,0.6842105263157895,0.6668831168831169,0.1949932849716383,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00281,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,text_balanced_unseen_reader,chronological_prefix,1000,chronological_prefix:1000,all_allowed_strict_online,identity,fixed_0_5,outer_test_applied_threshold_from_row,beta_binomial_posterior,reader_aggregated,0.868421052631579,0.7930017718348124,0.7894736842105263,0.7738095238095238,0.1515180859645821,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00282,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,text_balanced_unseen_reader,chronological_prefix,250,chronological_prefix:250,all_allowed_strict_online,identity,fixed_0_5,outer_test_applied_threshold_from_row,beta_binomial_posterior,reader_aggregated,0.8337950138504155,0.7487532097624865,0.7236842105263158,0.71433344470431,0.1754628137734044,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00283,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,text_balanced_unseen_reader,chronological_prefix,50,chronological_prefix:50,all_allowed_strict_online,identity,fixed_0_5,outer_test_applied_threshold_from_row,beta_binomial_posterior,reader_aggregated,0.7188365650969529,0.508264181995358,0.6973684210526316,0.6998946998947,0.206986001681344,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00284,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,text_balanced_unseen_reader,chronological_prefix,500,chronological_prefix:500,all_allowed_strict_online,identity,fixed_0_5,outer_test_applied_threshold_from_row,beta_binomial_posterior,reader_aggregated,0.8573407202216066,0.7806313590949814,0.763157894736842,0.740909090909091,0.1607996621917267,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
online_v2_prefix_00285,D3OnlineTargetedOptimization_v2,D3_online_v2_per_prefix,,text_balanced_unseen_reader,chronological_prefix,all,chronological_prefix:all,all_allowed_strict_online,identity,fixed_0_5,outer_test_applied_threshold_from_row,beta_binomial_posterior,reader_aggregated,0.8864265927977839,0.8282667691504859,0.7763157894736843,0.7572879135276778,0.1344521181859311,57.0,57.0,1.0,clean_evaluation,secondary_completed_result,,Strict v2 per-prefix curve row with source-role metadata.
