reconciliation_id,metric_name,model_name,candidate_id,split_regime,evaluation_level,source_phase,source_file,source_value,source_context,same_metric_as_others,conflict_group_id,exact_match_group_id,notes
recon_00351,macro_F1,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,unseen_reader_and_text,trial_level,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,0.7719298245614035,Copied from v1 canonical row OperatingPointAdaptation_v1_oracle_diagnostic_0040_00129,True,,OperatingPointAdaptation_v1_oracle_diagnostic_0040_00129_macro_F1,Test-label oracle diagnostic threshold; not clean benchmark evidence.
recon_00352,Brier,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,unseen_reader_and_text,trial_level,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,0.2117497181425215,Copied from v1 canonical row OperatingPointAdaptation_v1_oracle_diagnostic_0040_00129,True,,OperatingPointAdaptation_v1_oracle_diagnostic_0040_00129_Brier,Test-label oracle diagnostic threshold; not clean benchmark evidence.
recon_00353,AUROC,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,unseen_text,trial_level,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,0.8483483483483484,Copied from v1 canonical row OperatingPointAdaptation_v1_oracle_diagnostic_0041_00130,True,,OperatingPointAdaptation_v1_oracle_diagnostic_0041_00130_AUROC,Test-label oracle diagnostic threshold; not clean benchmark evidence.
recon_00354,PR_AUC,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,unseen_text,trial_level,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,0.7790676472160216,Copied from v1 canonical row OperatingPointAdaptation_v1_oracle_diagnostic_0041_00130,True,,OperatingPointAdaptation_v1_oracle_diagnostic_0041_00130_PR_AUC,Test-label oracle diagnostic threshold; not clean benchmark evidence.
recon_00355,balanced_accuracy,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,unseen_text,trial_level,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,0.8085585585585586,Copied from v1 canonical row OperatingPointAdaptation_v1_oracle_diagnostic_0041_00130,True,,OperatingPointAdaptation_v1_oracle_diagnostic_0041_00130_balanced_accuracy,Test-label oracle diagnostic threshold; not clean benchmark evidence.
recon_00356,macro_F1,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,unseen_text,trial_level,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,0.7861435136090491,Copied from v1 canonical row OperatingPointAdaptation_v1_oracle_diagnostic_0041_00130,True,,OperatingPointAdaptation_v1_oracle_diagnostic_0041_00130_macro_F1,Test-label oracle diagnostic threshold; not clean benchmark evidence.
recon_00357,Brier,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,unseen_text,trial_level,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,0.199765960047432,Copied from v1 canonical row OperatingPointAdaptation_v1_oracle_diagnostic_0041_00130,True,,OperatingPointAdaptation_v1_oracle_diagnostic_0041_00130_Brier,Test-label oracle diagnostic threshold; not clean benchmark evidence.
recon_00358,AUROC,online_d3_0021,online_d3_0021,participant_grouped_kfold,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.8961218836565097,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0000_00131,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0000_00131_AUROC,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00359,PR_AUC,online_d3_0021,online_d3_0021,participant_grouped_kfold,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.8296139379241874,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0000_00131,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0000_00131_PR_AUC,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00360,balanced_accuracy,online_d3_0021,online_d3_0021,participant_grouped_kfold,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.868421052631579,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0000_00131,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0000_00131_balanced_accuracy,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00361,macro_F1,online_d3_0021,online_d3_0021,participant_grouped_kfold,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.8635897435897435,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0000_00131,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0000_00131_macro_F1,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00362,Brier,online_d3_0021,online_d3_0021,participant_grouped_kfold,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.1092865004537814,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0000_00131,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0000_00131_Brier,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00363,AUROC,online_d3_0021,online_d3_0021,text_balanced_unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.8961218836565097,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0001_00132,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0001_00132_AUROC,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00364,PR_AUC,online_d3_0021,online_d3_0021,text_balanced_unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.8296139379241874,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0001_00132,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0001_00132_PR_AUC,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00365,balanced_accuracy,online_d3_0021,online_d3_0021,text_balanced_unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.868421052631579,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0001_00132,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0001_00132_balanced_accuracy,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00366,macro_F1,online_d3_0021,online_d3_0021,text_balanced_unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.8635897435897435,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0001_00132,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0001_00132_macro_F1,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00367,Brier,online_d3_0021,online_d3_0021,text_balanced_unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.1092865004537814,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0001_00132,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0001_00132_Brier,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00368,AUROC,online_d3_0021,online_d3_0021,unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.8961218836565097,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0002_00133,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0002_00133_AUROC,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00369,PR_AUC,online_d3_0021,online_d3_0021,unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.8296139379241874,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0002_00133,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0002_00133_PR_AUC,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00370,balanced_accuracy,online_d3_0021,online_d3_0021,unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.868421052631579,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0002_00133,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0002_00133_balanced_accuracy,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00371,macro_F1,online_d3_0021,online_d3_0021,unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.8635897435897435,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0002_00133,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0002_00133_macro_F1,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00372,Brier,online_d3_0021,online_d3_0021,unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.1092865004537814,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0002_00133,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0002_00133_Brier,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00373,AUROC,online_d3_0021,online_d3_0021,unseen_reader_and_text,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.8611111111111112,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0003_00134,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0003_00134_AUROC,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00374,PR_AUC,online_d3_0021,online_d3_0021,unseen_reader_and_text,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.8671130952380952,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0003_00134,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0003_00134_PR_AUC,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00375,balanced_accuracy,online_d3_0021,online_d3_0021,unseen_reader_and_text,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.8263888888888888,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0003_00134,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0003_00134_balanced_accuracy,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00376,macro_F1,online_d3_0021,online_d3_0021,unseen_reader_and_text,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.8235294117647058,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0003_00134,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0003_00134_macro_F1,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00377,Brier,online_d3_0021,online_d3_0021,unseen_reader_and_text,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.1505686498879155,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0003_00134,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0003_00134_Brier,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00378,AUROC,online_d3_0021,online_d3_0021,unseen_text,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.7077562326869805,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0004_00135,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0004_00135_AUROC,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00379,PR_AUC,online_d3_0021,online_d3_0021,unseen_text,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.4723853799647423,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0004_00135,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0004_00135_PR_AUC,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00380,balanced_accuracy,online_d3_0021,online_d3_0021,unseen_text,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.6842105263157894,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0004_00135,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0004_00135_balanced_accuracy,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00381,macro_F1,online_d3_0021,online_d3_0021,unseen_text,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.6297556449118465,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0004_00135,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0004_00135_macro_F1,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00382,Brier,online_d3_0021,online_d3_0021,unseen_text,reader_aggregated,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,0.2291776802840145,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0004_00135,True,,D3OnlineTargetedOptimization_v1_online_accumulator_0004_00135_Brier,Best v1 clean candidate; selected no_stop and is offline-like.
recon_00383,AUROC,best_online_late_accumulation,v2_candidate_0012,participant_grouped_kfold,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.778393351800554,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0003_00139,True,,D3OnlineTargetedOptimization_v2_0003_00139_AUROC,Strict v2 final separated model row.
recon_00384,PR_AUC,best_online_late_accumulation,v2_candidate_0012,participant_grouped_kfold,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.5930120848680406,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0003_00139,True,,D3OnlineTargetedOptimization_v2_0003_00139_PR_AUC,Strict v2 final separated model row.
recon_00385,balanced_accuracy,best_online_late_accumulation,v2_candidate_0012,participant_grouped_kfold,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.6842105263157895,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0003_00139,True,,D3OnlineTargetedOptimization_v2_0003_00139_balanced_accuracy,Strict v2 final separated model row.
recon_00386,macro_F1,best_online_late_accumulation,v2_candidate_0012,participant_grouped_kfold,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.6842105263157895,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0003_00139,True,,D3OnlineTargetedOptimization_v2_0003_00139_macro_F1,Strict v2 final separated model row.
recon_00387,Brier,best_online_late_accumulation,v2_candidate_0012,participant_grouped_kfold,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.1783947022107178,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0003_00139,True,,D3OnlineTargetedOptimization_v2_0003_00139_Brier,Strict v2 final separated model row.
recon_00388,AUROC,best_online_late_accumulation,v2_candidate_0012,text_balanced_unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.778393351800554,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0004_00140,True,,D3OnlineTargetedOptimization_v2_0004_00140_AUROC,Strict v2 final separated model row.
recon_00389,PR_AUC,best_online_late_accumulation,v2_candidate_0012,text_balanced_unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.5930120848680406,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0004_00140,True,,D3OnlineTargetedOptimization_v2_0004_00140_PR_AUC,Strict v2 final separated model row.
recon_00390,balanced_accuracy,best_online_late_accumulation,v2_candidate_0012,text_balanced_unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.6842105263157895,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0004_00140,True,,D3OnlineTargetedOptimization_v2_0004_00140_balanced_accuracy,Strict v2 final separated model row.
recon_00391,macro_F1,best_online_late_accumulation,v2_candidate_0012,text_balanced_unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.6842105263157895,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0004_00140,True,,D3OnlineTargetedOptimization_v2_0004_00140_macro_F1,Strict v2 final separated model row.
recon_00392,Brier,best_online_late_accumulation,v2_candidate_0012,text_balanced_unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.1783947022107178,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0004_00140,True,,D3OnlineTargetedOptimization_v2_0004_00140_Brier,Strict v2 final separated model row.
recon_00393,AUROC,best_online_late_accumulation,v2_candidate_0012,unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.778393351800554,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0005_00141,True,,D3OnlineTargetedOptimization_v2_0005_00141_AUROC,Strict v2 final separated model row.
recon_00394,PR_AUC,best_online_late_accumulation,v2_candidate_0012,unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.5930120848680406,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0005_00141,True,,D3OnlineTargetedOptimization_v2_0005_00141_PR_AUC,Strict v2 final separated model row.
recon_00395,balanced_accuracy,best_online_late_accumulation,v2_candidate_0012,unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.6842105263157895,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0005_00141,True,,D3OnlineTargetedOptimization_v2_0005_00141_balanced_accuracy,Strict v2 final separated model row.
recon_00396,macro_F1,best_online_late_accumulation,v2_candidate_0012,unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.6842105263157895,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0005_00141,True,,D3OnlineTargetedOptimization_v2_0005_00141_macro_F1,Strict v2 final separated model row.
recon_00397,Brier,best_online_late_accumulation,v2_candidate_0012,unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.1783947022107178,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0005_00141,True,,D3OnlineTargetedOptimization_v2_0005_00141_Brier,Strict v2 final separated model row.
recon_00398,AUROC,best_online_late_accumulation,v2_candidate_0012,unseen_reader_and_text,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.7013888888888888,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0006_00142,True,,D3OnlineTargetedOptimization_v2_0006_00142_AUROC,Strict v2 final separated model row.
recon_00399,PR_AUC,best_online_late_accumulation,v2_candidate_0012,unseen_reader_and_text,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.6299107142857143,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0006_00142,True,,D3OnlineTargetedOptimization_v2_0006_00142_PR_AUC,Strict v2 final separated model row.
recon_00400,balanced_accuracy,best_online_late_accumulation,v2_candidate_0012,unseen_reader_and_text,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.5833333333333333,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0006_00142,True,,D3OnlineTargetedOptimization_v2_0006_00142_balanced_accuracy,Strict v2 final separated model row.
recon_00401,macro_F1,best_online_late_accumulation,v2_candidate_0012,unseen_reader_and_text,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.5824561403508772,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0006_00142,True,,D3OnlineTargetedOptimization_v2_0006_00142_macro_F1,Strict v2 final separated model row.
recon_00402,Brier,best_online_late_accumulation,v2_candidate_0012,unseen_reader_and_text,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.258143291536743,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0006_00142,True,,D3OnlineTargetedOptimization_v2_0006_00142_Brier,Strict v2 final separated model row.
recon_00403,AUROC,best_online_late_accumulation,v2_candidate_0012,unseen_text,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.7647058823529411,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0007_00143,True,,D3OnlineTargetedOptimization_v2_0007_00143_AUROC,Strict v2 final separated model row.
recon_00404,PR_AUC,best_online_late_accumulation,v2_candidate_0012,unseen_text,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.5803733031674209,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0007_00143,True,,D3OnlineTargetedOptimization_v2_0007_00143_PR_AUC,Strict v2 final separated model row.
recon_00405,balanced_accuracy,best_online_late_accumulation,v2_candidate_0012,unseen_text,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.738655462184874,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0007_00143,True,,D3OnlineTargetedOptimization_v2_0007_00143_balanced_accuracy,Strict v2 final separated model row.
recon_00406,macro_F1,best_online_late_accumulation,v2_candidate_0012,unseen_text,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.7273093989511901,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0007_00143,True,,D3OnlineTargetedOptimization_v2_0007_00143_macro_F1,Strict v2 final separated model row.
recon_00407,Brier,best_online_late_accumulation,v2_candidate_0012,unseen_text,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.180103713510183,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0007_00143,True,,D3OnlineTargetedOptimization_v2_0007_00143_Brier,Strict v2 final separated model row.
recon_00408,AUROC,best_online_mid_detection,v2_candidate_0019,participant_grouped_kfold,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.7950138504155125,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0008_00144,True,,D3OnlineTargetedOptimization_v2_0008_00144_AUROC,Strict v2 final separated model row.
recon_00409,PR_AUC,best_online_mid_detection,v2_candidate_0019,participant_grouped_kfold,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.6503677033936174,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0008_00144,True,,D3OnlineTargetedOptimization_v2_0008_00144_PR_AUC,Strict v2 final separated model row.
recon_00410,balanced_accuracy,best_online_mid_detection,v2_candidate_0019,participant_grouped_kfold,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.7763157894736843,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0008_00144,True,,D3OnlineTargetedOptimization_v2_0008_00144_balanced_accuracy,Strict v2 final separated model row.
recon_00411,macro_F1,best_online_mid_detection,v2_candidate_0019,participant_grouped_kfold,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.7572879135276778,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0008_00144,True,,D3OnlineTargetedOptimization_v2_0008_00144_macro_F1,Strict v2 final separated model row.
recon_00412,Brier,best_online_mid_detection,v2_candidate_0019,participant_grouped_kfold,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.1595971113077379,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0008_00144,True,,D3OnlineTargetedOptimization_v2_0008_00144_Brier,Strict v2 final separated model row.
recon_00413,AUROC,best_online_mid_detection,v2_candidate_0019,text_balanced_unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.7950138504155125,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0009_00145,True,,D3OnlineTargetedOptimization_v2_0009_00145_AUROC,Strict v2 final separated model row.
recon_00414,PR_AUC,best_online_mid_detection,v2_candidate_0019,text_balanced_unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.6503677033936174,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0009_00145,True,,D3OnlineTargetedOptimization_v2_0009_00145_PR_AUC,Strict v2 final separated model row.
recon_00415,balanced_accuracy,best_online_mid_detection,v2_candidate_0019,text_balanced_unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.7763157894736843,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0009_00145,True,,D3OnlineTargetedOptimization_v2_0009_00145_balanced_accuracy,Strict v2 final separated model row.
recon_00416,macro_F1,best_online_mid_detection,v2_candidate_0019,text_balanced_unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.7572879135276778,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0009_00145,True,,D3OnlineTargetedOptimization_v2_0009_00145_macro_F1,Strict v2 final separated model row.
recon_00417,Brier,best_online_mid_detection,v2_candidate_0019,text_balanced_unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.1595971113077379,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0009_00145,True,,D3OnlineTargetedOptimization_v2_0009_00145_Brier,Strict v2 final separated model row.
recon_00418,AUROC,best_online_mid_detection,v2_candidate_0019,unseen_reader,reader_aggregated,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,0.7950138504155125,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0010_00146,True,,D3OnlineTargetedOptimization_v2_0010_00146_AUROC,Strict v2 final separated model row.
