evidence_id,source_phase,source_file,source_row_identifier,model_family,model_name,candidate_id,algorithm_regime,task,evaluation_level,split_regime,data_scope,prefix_type,prefix_value,evidence_budget,feature_family,calibrator,threshold_policy,threshold_source,accumulator,stopping_policy,clean_or_oracle,result_origin,result_scope,preferred_for_future_tables,preferred_for_future_figures,official_claim_allowed,benchmark_relative_claim_allowed,n_predictions,n_readers,n_trials,n_prefix_rows,coverage,AUROC,PR_AUC,balanced_accuracy,macro_F1,Brier,RMSE,MAE,R2,calibration_intercept,calibration_slope,CI_low,CI_high,p_value,metric_scale,value_source_text,source_trace_status,notes
D3OnlineTargetedOptimization_v1_online_accumulator_0003_00134,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,D3OnlineTargetedOptimization_v1_online_accumulator_0003_00134,D3,online_d3_0021,online_d3_0021,online_accumulator,CopCo_TYP,reader_aggregated,unseen_reader_and_text,,,,,all_allowed_online,,,,,,clean,clean_evaluation,deprecated_or_fast_run,,,False,True,,17.0,,,,0.8611111111111112,0.8671130952380952,0.8263888888888888,0.8235294117647058,0.1505686498879155,,,,0.6390535501266138,0.1861132548204422,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0003_00134,exact_file_trace,Best v1 clean candidate; selected no_stop and is offline-like.
D3OnlineTargetedOptimization_v1_online_accumulator_0004_00135,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/online_locked_test_results.csv,D3OnlineTargetedOptimization_v1_online_accumulator_0004_00135,D3,online_d3_0021,online_d3_0021,online_accumulator,CopCo_TYP,reader_aggregated,unseen_text,,,,,all_allowed_online,,,,,,clean,clean_evaluation,deprecated_or_fast_run,,,False,True,,57.0,,,,0.7077562326869805,0.4723853799647423,0.6842105263157894,0.6297556449118465,0.2291776802840145,,,,0.3697066290570964,0.0864484946521751,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v1_online_accumulator_0004_00135,exact_file_trace,Best v1 clean candidate; selected no_stop and is offline-like.
D3OnlineTargetedOptimization_v2_0000_00136,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,D3OnlineTargetedOptimization_v2_0000_00136,D3,best_offline_all_full_evidence,v2_candidate_0000,offline_full_profile,CopCo_TYP,reader_aggregated,participant_grouped_kfold,,trial_or_text_prefix,all,trial_or_text_prefix:all,all_allowed_strict_online,identity,fixed_0_5,inner_oof,learned_meta_aggregator,no_stop,clean,clean_evaluation,primary_completed_result,,,False,True,,57.0,,57.0,1.0,0.8988919667590027,0.827106712425272,0.8157894736842105,0.8323529411764705,0.1186041781618379,,,,0.615465350548898,0.1807938905607084,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0000_00136,exact_file_trace,Strict v2 final separated model row.
D3OnlineTargetedOptimization_v2_0001_00137,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,D3OnlineTargetedOptimization_v2_0001_00137,D3,best_offline_all_full_evidence,v2_candidate_0000,offline_full_profile,CopCo_TYP,reader_aggregated,text_balanced_unseen_reader,,trial_or_text_prefix,all,trial_or_text_prefix:all,all_allowed_strict_online,identity,fixed_0_5,inner_oof,learned_meta_aggregator,no_stop,clean,clean_evaluation,primary_completed_result,,,False,True,,57.0,,57.0,1.0,0.8988919667590027,0.827106712425272,0.8157894736842105,0.8323529411764705,0.1186041781618379,,,,0.615465350548898,0.1807938905607084,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0001_00137,exact_file_trace,Strict v2 final separated model row.
D3OnlineTargetedOptimization_v2_0002_00138,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,D3OnlineTargetedOptimization_v2_0002_00138,D3,best_offline_all_full_evidence,v2_candidate_0000,offline_full_profile,CopCo_TYP,reader_aggregated,unseen_reader,,trial_or_text_prefix,all,trial_or_text_prefix:all,all_allowed_strict_online,identity,fixed_0_5,inner_oof,learned_meta_aggregator,no_stop,clean,clean_evaluation,primary_completed_result,,,False,True,,57.0,,57.0,1.0,0.8988919667590027,0.827106712425272,0.8157894736842105,0.8323529411764705,0.1186041781618379,,,,0.615465350548898,0.1807938905607084,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0002_00138,exact_file_trace,Strict v2 final separated model row.
D3OnlineTargetedOptimization_v2_0003_00139,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,D3OnlineTargetedOptimization_v2_0003_00139,D3,best_online_late_accumulation,v2_candidate_0012,online_accumulator,CopCo_TYP,reader_aggregated,participant_grouped_kfold,,word_count_prefix,1000,word_count_prefix:1000,dfm_residual_plus_uncertainty_prefix,isotonic,fixed_0_5,inner_oof,mean_probability,fixed_budget,clean,clean_evaluation,secondary_completed_result,,,False,True,,57.0,,57.0,1.0,0.778393351800554,0.5930120848680406,0.6842105263157895,0.6842105263157895,0.1783947022107178,,,,0.3923287378356741,0.0282732778883789,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0003_00139,exact_file_trace,Strict v2 final separated model row.
D3OnlineTargetedOptimization_v2_0004_00140,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,D3OnlineTargetedOptimization_v2_0004_00140,D3,best_online_late_accumulation,v2_candidate_0012,online_accumulator,CopCo_TYP,reader_aggregated,text_balanced_unseen_reader,,word_count_prefix,1000,word_count_prefix:1000,dfm_residual_plus_uncertainty_prefix,isotonic,fixed_0_5,inner_oof,mean_probability,fixed_budget,clean,clean_evaluation,secondary_completed_result,,,False,True,,57.0,,57.0,1.0,0.778393351800554,0.5930120848680406,0.6842105263157895,0.6842105263157895,0.1783947022107178,,,,0.3923287378356741,0.0282732778883789,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0004_00140,exact_file_trace,Strict v2 final separated model row.
D3OnlineTargetedOptimization_v2_0005_00141,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,D3OnlineTargetedOptimization_v2_0005_00141,D3,best_online_late_accumulation,v2_candidate_0012,online_accumulator,CopCo_TYP,reader_aggregated,unseen_reader,,word_count_prefix,1000,word_count_prefix:1000,dfm_residual_plus_uncertainty_prefix,isotonic,fixed_0_5,inner_oof,mean_probability,fixed_budget,clean,clean_evaluation,secondary_completed_result,,,False,True,,57.0,,57.0,1.0,0.778393351800554,0.5930120848680406,0.6842105263157895,0.6842105263157895,0.1783947022107178,,,,0.3923287378356741,0.0282732778883789,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0005_00141,exact_file_trace,Strict v2 final separated model row.
D3OnlineTargetedOptimization_v2_0006_00142,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,D3OnlineTargetedOptimization_v2_0006_00142,D3,best_online_late_accumulation,v2_candidate_0012,online_accumulator,CopCo_TYP,reader_aggregated,unseen_reader_and_text,,word_count_prefix,1000,word_count_prefix:1000,dfm_residual_plus_uncertainty_prefix,isotonic,fixed_0_5,inner_oof,mean_probability,fixed_budget,clean,clean_evaluation,secondary_completed_result,,,False,True,,17.0,,17.0,1.0,0.7013888888888888,0.6299107142857143,0.5833333333333333,0.5824561403508772,0.258143291536743,,,,0.5372505849455582,0.0463784916913355,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0006_00142,exact_file_trace,Strict v2 final separated model row.
D3OnlineTargetedOptimization_v2_0007_00143,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,D3OnlineTargetedOptimization_v2_0007_00143,D3,best_online_late_accumulation,v2_candidate_0012,online_accumulator,CopCo_TYP,reader_aggregated,unseen_text,,word_count_prefix,1000,word_count_prefix:1000,dfm_residual_plus_uncertainty_prefix,isotonic,fixed_0_5,inner_oof,mean_probability,fixed_budget,clean,clean_evaluation,secondary_completed_result,,,False,True,,52.0,,52.0,1.0,0.7647058823529411,0.5803733031674209,0.738655462184874,0.7273093989511901,0.180103713510183,,,,0.3691281965959123,0.0413138721175734,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0007_00143,exact_file_trace,Strict v2 final separated model row.
D3OnlineTargetedOptimization_v2_0008_00144,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,D3OnlineTargetedOptimization_v2_0008_00144,D3,best_online_mid_detection,v2_candidate_0019,online_prefix,CopCo_TYP,reader_aggregated,participant_grouped_kfold,,word_count_prefix,500,word_count_prefix:500,dfm_residual_plus_uncertainty_prefix,identity,inner_cv_regime_specific,inner_oof,learned_meta_aggregator,fixed_budget,clean,clean_evaluation,secondary_completed_result,,,False,True,,57.0,,57.0,1.0,0.7950138504155125,0.6503677033936174,0.7763157894736843,0.7572879135276778,0.1595971113077379,,,,0.5317682210673945,0.2046307806186072,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0008_00144,exact_file_trace,Strict v2 final separated model row.
D3OnlineTargetedOptimization_v2_0009_00145,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,D3OnlineTargetedOptimization_v2_0009_00145,D3,best_online_mid_detection,v2_candidate_0019,online_prefix,CopCo_TYP,reader_aggregated,text_balanced_unseen_reader,,word_count_prefix,500,word_count_prefix:500,dfm_residual_plus_uncertainty_prefix,identity,inner_cv_regime_specific,inner_oof,learned_meta_aggregator,fixed_budget,clean,clean_evaluation,secondary_completed_result,,,False,True,,57.0,,57.0,1.0,0.7950138504155125,0.6503677033936174,0.7763157894736843,0.7572879135276778,0.1595971113077379,,,,0.5317682210673945,0.2046307806186072,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0009_00145,exact_file_trace,Strict v2 final separated model row.
D3OnlineTargetedOptimization_v2_0010_00146,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,D3OnlineTargetedOptimization_v2_0010_00146,D3,best_online_mid_detection,v2_candidate_0019,online_prefix,CopCo_TYP,reader_aggregated,unseen_reader,,word_count_prefix,500,word_count_prefix:500,dfm_residual_plus_uncertainty_prefix,identity,inner_cv_regime_specific,inner_oof,learned_meta_aggregator,fixed_budget,clean,clean_evaluation,secondary_completed_result,,,False,True,,57.0,,57.0,1.0,0.7950138504155125,0.6503677033936174,0.7763157894736843,0.7572879135276778,0.1595971113077379,,,,0.5317682210673945,0.2046307806186072,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0010_00146,exact_file_trace,Strict v2 final separated model row.
D3OnlineTargetedOptimization_v2_0011_00147,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,D3OnlineTargetedOptimization_v2_0011_00147,D3,best_online_mid_detection,v2_candidate_0019,online_prefix,CopCo_TYP,reader_aggregated,unseen_reader_and_text,,word_count_prefix,500,word_count_prefix:500,dfm_residual_plus_uncertainty_prefix,identity,inner_cv_regime_specific,inner_oof,learned_meta_aggregator,fixed_budget,clean,clean_evaluation,secondary_completed_result,,,False,True,,17.0,,17.0,1.0,0.763888888888889,0.6336670274170274,0.7013888888888888,0.7017543859649122,0.2282884667140037,,,,0.657135096490781,0.1992079776268542,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0011_00147,exact_file_trace,Strict v2 final separated model row.
D3OnlineTargetedOptimization_v2_0012_00148,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,D3OnlineTargetedOptimization_v2_0012_00148,D3,best_online_mid_detection,v2_candidate_0019,online_prefix,CopCo_TYP,reader_aggregated,unseen_text,,word_count_prefix,500,word_count_prefix:500,dfm_residual_plus_uncertainty_prefix,identity,inner_cv_regime_specific,inner_oof,learned_meta_aggregator,fixed_budget,clean,clean_evaluation,secondary_completed_result,,,False,True,,56.0,,56.0,1.0,0.7695590327169275,0.6964604997436067,0.6827880512091038,0.69375,0.1765427152445708,,,,0.5447083739720227,0.2322914985420036,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0012_00148,exact_file_trace,Strict v2 final separated model row.
D3OnlineTargetedOptimization_v2_0013_00149,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,D3OnlineTargetedOptimization_v2_0013_00149,D3,best_online_early_detection,v2_candidate_0031,online_prefix,CopCo_TYP,reader_aggregated,participant_grouped_kfold,,trial_or_text_prefix,1,trial_or_text_prefix:1,dfm_residual_plus_uncertainty_prefix,identity,inner_cv_regime_specific,inner_oof,learned_meta_aggregator,fixed_budget,clean,clean_evaluation,secondary_completed_result,,,False,True,,57.0,,57.0,1.0,0.7770083102493074,0.6488834436976851,0.763157894736842,0.740909090909091,0.1787847304596338,,,,0.4387648528597482,0.165377743332705,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0013_00149,exact_file_trace,Strict v2 final separated model row.
D3OnlineTargetedOptimization_v2_0014_00150,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,D3OnlineTargetedOptimization_v2_0014_00150,D3,best_online_early_detection,v2_candidate_0031,online_prefix,CopCo_TYP,reader_aggregated,text_balanced_unseen_reader,,trial_or_text_prefix,1,trial_or_text_prefix:1,dfm_residual_plus_uncertainty_prefix,identity,inner_cv_regime_specific,inner_oof,learned_meta_aggregator,fixed_budget,clean,clean_evaluation,secondary_completed_result,,,False,True,,57.0,,57.0,1.0,0.7770083102493074,0.6488834436976851,0.763157894736842,0.740909090909091,0.1787847304596338,,,,0.4387648528597482,0.165377743332705,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0014_00150,exact_file_trace,Strict v2 final separated model row.
D3OnlineTargetedOptimization_v2_0015_00151,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,D3OnlineTargetedOptimization_v2_0015_00151,D3,best_online_early_detection,v2_candidate_0031,online_prefix,CopCo_TYP,reader_aggregated,unseen_reader,,trial_or_text_prefix,1,trial_or_text_prefix:1,dfm_residual_plus_uncertainty_prefix,identity,inner_cv_regime_specific,inner_oof,learned_meta_aggregator,fixed_budget,clean,clean_evaluation,secondary_completed_result,,,False,True,,57.0,,57.0,1.0,0.7770083102493074,0.6488834436976851,0.763157894736842,0.740909090909091,0.1787847304596338,,,,0.4387648528597482,0.165377743332705,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0015_00151,exact_file_trace,Strict v2 final separated model row.
D3OnlineTargetedOptimization_v2_0016_00152,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,D3OnlineTargetedOptimization_v2_0016_00152,D3,best_online_early_detection,v2_candidate_0031,online_prefix,CopCo_TYP,reader_aggregated,unseen_reader_and_text,,trial_or_text_prefix,1,trial_or_text_prefix:1,dfm_residual_plus_uncertainty_prefix,identity,inner_cv_regime_specific,inner_oof,learned_meta_aggregator,fixed_budget,clean,clean_evaluation,secondary_completed_result,,,False,True,,17.0,,17.0,1.0,0.8333333333333333,0.7314484126984127,0.8194444444444444,0.8210526315789474,0.2034701466284364,,,,0.6688451016871672,0.2250131616652991,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0016_00152,exact_file_trace,Strict v2 final separated model row.
D3OnlineTargetedOptimization_v2_0017_00153,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,D3OnlineTargetedOptimization_v2_0017_00153,D3,best_online_early_detection,v2_candidate_0031,online_prefix,CopCo_TYP,reader_aggregated,unseen_text,,trial_or_text_prefix,1,trial_or_text_prefix:1,dfm_residual_plus_uncertainty_prefix,identity,inner_cv_regime_specific,inner_oof,learned_meta_aggregator,fixed_budget,clean,clean_evaluation,secondary_completed_result,,,False,True,,57.0,,57.0,1.0,0.6883656509695291,0.6098811226281984,0.6447368421052632,0.6531440162271805,0.1920357941108117,,,,0.4865276529397316,0.1788433055313578,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0017_00153,exact_file_trace,Strict v2 final separated model row.
D3OnlineTargetedOptimization_v2_0018_00154,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,D3OnlineTargetedOptimization_v2_0018_00154,D3,best_online_stopping_detector,v2_candidate_0043,online_stopping,CopCo_TYP,reader_aggregated,participant_grouped_kfold,,sequence,sequence_stop,sequence:sequence_stop,dfm_residual_plus_uncertainty_prefix,identity,inner_cv_global,inner_oof,learned_meta_aggregator,coverage_constrained_stop,clean,clean_evaluation,diagnostic_completed_result,,,False,True,,57.0,,57.0,0.8771929824561403,0.5176715176715176,0.3106758612149388,0.4958419958419958,0.4876431585292344,0.2464938211470132,,,,0.2665474448592546,0.0043881439684149,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0018_00154,exact_file_trace,Strict v2 final separated model row.
D3OnlineTargetedOptimization_v2_0019_00155,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,D3OnlineTargetedOptimization_v2_0019_00155,D3,best_online_stopping_detector,v2_candidate_0043,online_stopping,CopCo_TYP,reader_aggregated,text_balanced_unseen_reader,,sequence,sequence_stop,sequence:sequence_stop,dfm_residual_plus_uncertainty_prefix,identity,inner_cv_global,inner_oof,learned_meta_aggregator,coverage_constrained_stop,clean,clean_evaluation,diagnostic_completed_result,,,False,True,,57.0,,57.0,0.8771929824561403,0.5176715176715176,0.3106758612149388,0.4958419958419958,0.4876431585292344,0.2464938211470132,,,,0.2665474448592546,0.0043881439684149,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0019_00155,exact_file_trace,Strict v2 final separated model row.
D3OnlineTargetedOptimization_v2_0020_00156,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,D3OnlineTargetedOptimization_v2_0020_00156,D3,best_online_stopping_detector,v2_candidate_0043,online_stopping,CopCo_TYP,reader_aggregated,unseen_reader,,sequence,sequence_stop,sequence:sequence_stop,dfm_residual_plus_uncertainty_prefix,identity,inner_cv_global,inner_oof,learned_meta_aggregator,coverage_constrained_stop,clean,clean_evaluation,diagnostic_completed_result,,,False,True,,57.0,,57.0,0.8771929824561403,0.5176715176715176,0.3106758612149388,0.4958419958419958,0.4876431585292344,0.2464938211470132,,,,0.2665474448592546,0.0043881439684149,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0020_00156,exact_file_trace,Strict v2 final separated model row.
D3OnlineTargetedOptimization_v2_0021_00157,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,D3OnlineTargetedOptimization_v2_0021_00157,D3,best_online_stopping_detector,v2_candidate_0043,online_stopping,CopCo_TYP,reader_aggregated,unseen_reader_and_text,,sequence,sequence_stop,sequence:sequence_stop,dfm_residual_plus_uncertainty_prefix,identity,inner_cv_global,inner_oof,learned_meta_aggregator,coverage_constrained_stop,clean,clean_evaluation,diagnostic_completed_result,,,False,True,,17.0,,17.0,0.6470588235294118,0.7857142857142857,0.6083333333333333,0.5,0.3888888888888889,0.2590618491743853,,,,0.9587354603096664,0.2835217614898563,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0021_00157,exact_file_trace,Strict v2 final separated model row.
D3OnlineTargetedOptimization_v2_0022_00158,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,D3OnlineTargetedOptimization_v2_0022_00158,D3,best_online_stopping_detector,v2_candidate_0043,online_stopping,CopCo_TYP,reader_aggregated,unseen_text,,sequence,sequence_stop,sequence:sequence_stop,dfm_residual_plus_uncertainty_prefix,identity,inner_cv_global,inner_oof,learned_meta_aggregator,coverage_constrained_stop,clean,clean_evaluation,diagnostic_completed_result,,,False,True,,57.0,,57.0,0.7543859649122807,0.6164772727272727,0.4192722039805736,0.5596590909090909,0.5558685446009389,0.195295729285282,,,,0.3569326485296592,0.0839165945765076,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0022_00158,exact_file_trace,Strict v2 final separated model row.
D3OnlineTargetedOptimization_v2_0023_00159,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,D3OnlineTargetedOptimization_v2_0023_00159,D3,best_unseen_text_specialist,unseen_text_rescue_04,unseen_text_specialist,CopCo_TYP,reader_aggregated,unseen_text,,word_count_prefix,1000,word_count_prefix:1000,all_allowed_strict_online,identity,inner_cv_regime_specific,inner_oof,entropy_weighted,fixed_budget,clean,clean_evaluation,diagnostic_completed_result,,,False,True,,52.0,,52.0,1.0,0.8638655462184874,0.8361078652088079,0.7546218487394958,0.7204301075268817,0.2330747265845271,,,,0.2669620460140834,0.0733470856115526,,,,proportion_0_1_for_performance_metrics,Copied from v1 canonical row D3OnlineTargetedOptimization_v2_0023_00159,exact_file_trace,Strict v2 final separated model row.
D3_EyeBench_own_method_score_max_v2_official_compatible_lite_00000,D3_EyeBench_own_method_score_max_v2,analysis/d3_eyebench_own_method_score_max_v2/reader_aggregated_metrics.csv,0,D3,d3_lite_anchor,candidate_0000,official_compatible_lite,CopCo_TYP,reader_aggregated,unseen_reader,,,,,d3_lite_exact,none,fixed_0_5,,,,clean,clean_evaluation,secondary_completed_result,,,False,True,55.0,,,,,0.8468468468468469,0.733418232973587,0.753003003003003,0.7417840375586855,0.1783118922796277,,,,,,,,,proportion_0_1_for_performance_metrics,Row 0 in analysis/d3_eyebench_own_method_score_max_v2/reader_aggregated_metrics.csv,exact_file_trace,Reader-aggregated D3_Lite secondary metric rows.
D3_EyeBench_own_method_score_max_v2_official_compatible_lite_00001,D3_EyeBench_own_method_score_max_v2,analysis/d3_eyebench_own_method_score_max_v2/reader_aggregated_metrics.csv,1,D3,d3_lite_anchor,candidate_0000,official_compatible_lite,CopCo_TYP,reader_aggregated,unseen_text,,,,,d3_lite_exact,none,fixed_0_5,,,,clean,clean_evaluation,secondary_completed_result,,,False,True,113.0,,,,,0.8606425702811245,0.6721677968708136,0.76285140562249,0.7268331990330379,0.1672874438558635,,,,,,,,,proportion_0_1_for_performance_metrics,Row 1 in analysis/d3_eyebench_own_method_score_max_v2/reader_aggregated_metrics.csv,exact_file_trace,Reader-aggregated D3_Lite secondary metric rows.
D3_EyeBench_own_method_score_max_v2_official_compatible_lite_00002,D3_EyeBench_own_method_score_max_v2,analysis/d3_eyebench_own_method_score_max_v2/reader_aggregated_metrics.csv,2,D3,d3_lite_anchor,candidate_0000,official_compatible_lite,CopCo_TYP,reader_aggregated,unseen_reader_and_text,,,,,d3_lite_exact,none,fixed_0_5,,,,clean,clean_evaluation,secondary_completed_result,,,False,True,39.0,,,,,0.7792207792207793,0.6481835158305747,0.6201298701298701,0.6201298701298701,0.1892822556437215,,,,,,,,,proportion_0_1_for_performance_metrics,Row 2 in analysis/d3_eyebench_own_method_score_max_v2/reader_aggregated_metrics.csv,exact_file_trace,Reader-aggregated D3_Lite secondary metric rows.
D3_EyeBench_own_method_score_max_v2_official_compatible_lite_00003,D3_EyeBench_own_method_score_max_v2,analysis/d3_eyebench_own_method_score_max_v2/reader_aggregated_metrics.csv,3,D3,d3_lite_plus_full_official_extension,candidate_0014_3a7538097b,official_compatible_lite,CopCo_TYP,reader_aggregated,unseen_reader,,,,,d3_lite_all,sigmoid_cv3,inner_balanced_accuracy,,,,clean,clean_evaluation,secondary_completed_result,,,False,True,55.0,,,,,0.7822222222222223,0.7291558441558441,0.7118055555555555,0.6880785268652916,0.1722695762503224,,,,,,,,,proportion_0_1_for_performance_metrics,Row 3 in analysis/d3_eyebench_own_method_score_max_v2/reader_aggregated_metrics.csv,exact_file_trace,Reader-aggregated D3_Lite secondary metric rows.
D3_EyeBench_own_method_score_max_v2_official_compatible_lite_00004,D3_EyeBench_own_method_score_max_v2,analysis/d3_eyebench_own_method_score_max_v2/reader_aggregated_metrics.csv,4,D3,d3_lite_plus_full_official_extension,candidate_0014_3a7538097b,official_compatible_lite,CopCo_TYP,reader_aggregated,unseen_text,,,,,d3_lite_all,sigmoid_cv3,inner_balanced_accuracy,,,,clean,clean_evaluation,secondary_completed_result,,,False,True,113.0,,,,,0.9317466125206062,0.8773661214754608,0.8549753226649511,0.813626840397433,0.1338341560800209,,,,,,,,,proportion_0_1_for_performance_metrics,Row 4 in analysis/d3_eyebench_own_method_score_max_v2/reader_aggregated_metrics.csv,exact_file_trace,Reader-aggregated D3_Lite secondary metric rows.
D3_EyeBench_own_method_score_max_v2_official_compatible_lite_00005,D3_EyeBench_own_method_score_max_v2,analysis/d3_eyebench_own_method_score_max_v2/reader_aggregated_metrics.csv,5,D3,d3_lite_plus_full_official_extension,candidate_0014_3a7538097b,official_compatible_lite,CopCo_TYP,reader_aggregated,unseen_reader_and_text,,,,,d3_lite_all,sigmoid_cv3,inner_balanced_accuracy,,,,clean,clean_evaluation,secondary_completed_result,,,False,True,39.0,,,,,0.7093253968253969,0.6006944444444444,0.5230654761904762,0.4673295454545454,0.1678111882478428,,,,,,,,,proportion_0_1_for_performance_metrics,Row 5 in analysis/d3_eyebench_own_method_score_max_v2/reader_aggregated_metrics.csv,exact_file_trace,Reader-aggregated D3_Lite secondary metric rows.
D3_EyeBench_own_method_score_max_v2_official_compatible_lite_00006,D3_EyeBench_own_method_score_max_v2,analysis/d3_eyebench_own_method_score_max_v2/reader_aggregated_metrics.csv,6,D3,d3_lite_plus_full_official_extension,candidate_0013_936f0c9788,official_compatible_lite,CopCo_TYP,reader_aggregated,unseen_reader,,,,,d3_lite_all,sigmoid_cv3,inner_balanced_accuracy,,,,clean,clean_evaluation,secondary_completed_result,,,False,True,55.0,,,,,0.7877777777777778,0.7366558441558441,0.6979166666666665,0.6722864145658263,0.1721003177639602,,,,,,,,,proportion_0_1_for_performance_metrics,Row 6 in analysis/d3_eyebench_own_method_score_max_v2/reader_aggregated_metrics.csv,exact_file_trace,Reader-aggregated D3_Lite secondary metric rows.
D3_EyeBench_own_method_score_max_v2_official_compatible_lite_00007,D3_EyeBench_own_method_score_max_v2,analysis/d3_eyebench_own_method_score_max_v2/reader_aggregated_metrics.csv,7,D3,d3_lite_plus_full_official_extension,candidate_0013_936f0c9788,official_compatible_lite,CopCo_TYP,reader_aggregated,unseen_text,,,,,d3_lite_all,sigmoid_cv3,inner_balanced_accuracy,,,,clean,clean_evaluation,secondary_completed_result,,,False,True,113.0,,,,,0.9292141449881388,0.8765032016594516,0.8681332174017933,0.8342632199492538,0.134704396794487,,,,,,,,,proportion_0_1_for_performance_metrics,Row 7 in analysis/d3_eyebench_own_method_score_max_v2/reader_aggregated_metrics.csv,exact_file_trace,Reader-aggregated D3_Lite secondary metric rows.
