prefix_type,prefix_value,evidence_budget,split_regime,model_name,feature_family,calibrator,threshold_policy,accumulator,AUROC,PR_AUC,balanced_accuracy,Brier,macro_F1,n_readers,n_prefix_rows,notes
trial_or_text_prefix,all,trial_or_text_prefix:all,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,beta_binomial_posterior,0.8947368421052632,0.8409256022814375,0.8289473684210527,0.1303272337106572,0.8115079365079365,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,100,word_count_prefix:100,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,beta_binomial_posterior,0.7423822714681441,0.5937276564135665,0.7236842105263158,0.1975887978845039,0.71433344470431,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,1000,word_count_prefix:1000,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,beta_binomial_posterior,0.8642659279778393,0.7891127375563369,0.763157894736842,0.1547044888648208,0.740909090909091,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,250,word_count_prefix:250,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,beta_binomial_posterior,0.8060941828254847,0.7111119266421273,0.7105263157894737,0.1828890529488759,0.6984126984126984,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,50,word_count_prefix:50,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,beta_binomial_posterior,0.7188365650969529,0.508264181995358,0.6973684210526316,0.2126903482833066,0.6998946998947,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,500,word_count_prefix:500,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,beta_binomial_posterior,0.8490304709141274,0.7710919374583913,0.7368421052631579,0.1671297471772065,0.7199475925319359,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,all,word_count_prefix:all,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,beta_binomial_posterior,0.8808864265927977,0.81892359589728,0.75,0.1384572821455654,0.7361111111111112,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,100,chronological_prefix:100,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,entropy_weighted,0.7811634349030471,0.6413111144734902,0.6842105263157895,0.237719575477846,0.6668831168831169,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,1000,chronological_prefix:1000,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,entropy_weighted,0.8836565096952909,0.8183486949353822,0.7763157894736843,0.1714183977482809,0.7572879135276778,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,250,chronological_prefix:250,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,entropy_weighted,0.8310249307479224,0.7690363315018673,0.7368421052631579,0.218746261757484,0.7199475925319359,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,50,chronological_prefix:50,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,entropy_weighted,0.7188365650969529,0.508264181995358,0.6973684210526316,0.2416748789009918,0.6998946998947,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,500,chronological_prefix:500,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,entropy_weighted,0.8670360110803323,0.8114259300211313,0.763157894736842,0.1966240616803255,0.740909090909091,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,all,chronological_prefix:all,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,entropy_weighted,0.9030470914127424,0.8638652446055717,0.75,0.1502387362070915,0.7361111111111112,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
speech_prefix,1,speech_prefix:1,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,entropy_weighted,0.8698060941828255,0.8220955842002351,0.7894736842105263,0.1722680484312165,0.7738095238095238,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
speech_prefix,2,speech_prefix:2,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,entropy_weighted,0.8768768768768769,0.8225392303170083,0.725975975975976,0.1715477158893822,0.7083775185577943,55.0,55.0,Outer-test per-prefix curve from strict v2 audit.
speech_prefix,3,speech_prefix:3,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,entropy_weighted,0.8090909090909091,0.6174257759784075,0.7136363636363636,0.2010649836732753,0.6692307692307693,43.0,43.0,Outer-test per-prefix curve from strict v2 audit.
speech_prefix,all,speech_prefix:all,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,entropy_weighted,0.907202216066482,0.8688271013755777,0.8157894736842105,0.1397698038722986,0.7946282345234196,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
trial_or_text_prefix,1,trial_or_text_prefix:1,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,entropy_weighted,0.8698060941828254,0.8182723038702999,0.7894736842105263,0.173655136143792,0.7738095238095238,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
trial_or_text_prefix,2,trial_or_text_prefix:2,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,entropy_weighted,0.8768768768768769,0.8231129281402816,0.7394894894894894,0.1710881798193944,0.7250000000000001,55.0,55.0,Outer-test per-prefix curve from strict v2 audit.
trial_or_text_prefix,3,trial_or_text_prefix:3,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,entropy_weighted,0.796969696969697,0.5927620204844812,0.6984848484848485,0.2039835805034714,0.6490897677338355,43.0,43.0,Outer-test per-prefix curve from strict v2 audit.
trial_or_text_prefix,all,trial_or_text_prefix:all,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,entropy_weighted,0.9058171745152356,0.8666119042919598,0.7894736842105263,0.1440110089724464,0.7738095238095238,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,100,word_count_prefix:100,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,entropy_weighted,0.763157894736842,0.6127462433467391,0.6973684210526316,0.2346082695651863,0.6826072715361939,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,1000,word_count_prefix:1000,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,entropy_weighted,0.8808864265927978,0.8170004128927921,0.763157894736842,0.1800540929478413,0.740909090909091,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,250,word_count_prefix:250,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,entropy_weighted,0.8102493074792244,0.73685847600957,0.7236842105263157,0.2236847742590859,0.7038961038961039,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,50,word_count_prefix:50,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,entropy_weighted,0.7188365650969529,0.508264181995358,0.6973684210526316,0.2416748789009918,0.6998946998947,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,500,word_count_prefix:500,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,entropy_weighted,0.8531855955678671,0.7961499055532046,0.75,0.2019547939145951,0.7246376811594203,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,all,word_count_prefix:all,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,entropy_weighted,0.894736842105263,0.8562259315230452,0.75,0.1580070200695588,0.7361111111111112,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,100,chronological_prefix:100,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,learned_meta_aggregator,0.7049861495844875,0.5305767913036297,0.7105263157894737,0.1887665007548396,0.7158119658119658,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,1000,chronological_prefix:1000,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,learned_meta_aggregator,0.8227146814404432,0.6368876030043327,0.6973684210526316,0.1588334997058348,0.6998946998947,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,250,chronological_prefix:250,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,learned_meta_aggregator,0.8130193905817175,0.6585187021542169,0.7236842105263157,0.1681171838432111,0.7236842105263157,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,50,chronological_prefix:50,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,learned_meta_aggregator,0.6814404432132963,0.4805616930730992,0.6052631578947368,0.2307127898761259,0.6089939024390244,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,500,chronological_prefix:500,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,learned_meta_aggregator,0.8227146814404432,0.6412206320203282,0.763157894736842,0.1509046821194563,0.7732368896925859,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,all,chronological_prefix:all,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,learned_meta_aggregator,0.9002770083102493,0.8204225383726769,0.7894736842105263,0.1214698251710021,0.8080808080808081,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
speech_prefix,1,speech_prefix:1,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,learned_meta_aggregator,0.8227146814404432,0.6513725544013528,0.7236842105263157,0.1580657577833558,0.7236842105263157,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
speech_prefix,2,speech_prefix:2,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,learned_meta_aggregator,0.7912912912912913,0.6221164749546393,0.7515015015015015,0.164125594307275,0.7619047619047619,55.0,55.0,Outer-test per-prefix curve from strict v2 audit.
speech_prefix,3,speech_prefix:3,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,learned_meta_aggregator,0.7727272727272726,0.5676190476190476,0.6893939393939394,0.1388671527056945,0.6959937156323645,43.0,43.0,Outer-test per-prefix curve from strict v2 audit.
speech_prefix,all,speech_prefix:all,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,learned_meta_aggregator,0.8961218836565097,0.8296139379241874,0.8157894736842105,0.1161737415532161,0.8323529411764705,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
trial_or_text_prefix,1,trial_or_text_prefix:1,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,learned_meta_aggregator,0.8199445983379502,0.6494307980967156,0.7368421052631579,0.157664606612008,0.73990873990874,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
trial_or_text_prefix,2,trial_or_text_prefix:2,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,learned_meta_aggregator,0.7942942942942943,0.6242826215652303,0.765015015015015,0.1638564119844627,0.7796474358974359,55.0,55.0,Outer-test per-prefix curve from strict v2 audit.
trial_or_text_prefix,3,trial_or_text_prefix:3,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,learned_meta_aggregator,0.7757575757575756,0.5826190476190476,0.6893939393939394,0.1392094747880234,0.6959937156323645,43.0,43.0,Outer-test per-prefix curve from strict v2 audit.
trial_or_text_prefix,all,trial_or_text_prefix:all,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,learned_meta_aggregator,0.8988919667590027,0.827106712425272,0.8157894736842105,0.1186041781618379,0.8323529411764705,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,100,word_count_prefix:100,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,learned_meta_aggregator,0.7188365650969528,0.5583921776716476,0.7105263157894737,0.1845069077347188,0.7158119658119658,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,1000,word_count_prefix:1000,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,learned_meta_aggregator,0.8240997229916898,0.6418008807124009,0.6973684210526316,0.1585642181939481,0.6998946998947,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,250,word_count_prefix:250,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,learned_meta_aggregator,0.7922437673130194,0.6412430059180354,0.7236842105263157,0.1715995221634456,0.7236842105263157,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,50,word_count_prefix:50,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,learned_meta_aggregator,0.6814404432132963,0.4805616930730992,0.6052631578947368,0.2313626960473577,0.6089939024390244,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,500,word_count_prefix:500,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,learned_meta_aggregator,0.8227146814404431,0.6409503148707971,0.763157894736842,0.1530938579624843,0.7732368896925859,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,all,word_count_prefix:all,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,learned_meta_aggregator,0.8988919667590027,0.8182064718906825,0.7894736842105263,0.1232977882879068,0.8080808080808081,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,100,chronological_prefix:100,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,logit_mean,0.7700831024930749,0.618137689744338,0.6842105263157895,0.2345154040296148,0.6668831168831169,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,1000,chronological_prefix:1000,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,logit_mean,0.871191135734072,0.7886420653760611,0.763157894736842,0.1677138900017517,0.740909090909091,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,250,chronological_prefix:250,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,logit_mean,0.8240997229916898,0.7187594404184499,0.7368421052631579,0.2106481827237409,0.7199475925319359,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,50,chronological_prefix:50,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,logit_mean,0.7188365650969529,0.508264181995358,0.6973684210526316,0.2416748789009918,0.6998946998947,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,500,chronological_prefix:500,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,logit_mean,0.8559556786703602,0.7655057536663423,0.763157894736842,0.1854999540259064,0.740909090909091,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,all,chronological_prefix:all,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,logit_mean,0.9002770083102493,0.8408256484687038,0.763157894736842,0.1441469842833177,0.7524223187437353,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
speech_prefix,1,speech_prefix:1,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,logit_mean,0.871191135734072,0.7899925322828809,0.7894736842105263,0.1649907337695972,0.7738095238095238,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
speech_prefix,2,speech_prefix:2,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,logit_mean,0.8723723723723724,0.7951881781852543,0.753003003003003,0.1666410746216083,0.7417840375586855,55.0,55.0,Outer-test per-prefix curve from strict v2 audit.
speech_prefix,3,speech_prefix:3,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,logit_mean,0.806060606060606,0.5445642122547748,0.7136363636363636,0.1900211435326521,0.6692307692307693,43.0,43.0,Outer-test per-prefix curve from strict v2 audit.
speech_prefix,all,speech_prefix:all,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,logit_mean,0.9127423822714682,0.8630218167308765,0.8157894736842105,0.1342393364499796,0.7946282345234196,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
trial_or_text_prefix,1,trial_or_text_prefix:1,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,logit_mean,0.868421052631579,0.7901614003007191,0.7894736842105263,0.1669413540814197,0.7738095238095238,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
trial_or_text_prefix,2,trial_or_text_prefix:2,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,logit_mean,0.8708708708708709,0.7876278108003255,0.7394894894894894,0.1673278864985324,0.7250000000000001,55.0,55.0,Outer-test per-prefix curve from strict v2 audit.
trial_or_text_prefix,3,trial_or_text_prefix:3,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,logit_mean,0.7969696969696969,0.5338314536340852,0.7136363636363636,0.1954320723707583,0.6692307692307693,43.0,43.0,Outer-test per-prefix curve from strict v2 audit.
trial_or_text_prefix,all,trial_or_text_prefix:all,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,logit_mean,0.907202216066482,0.8509156461902805,0.7894736842105263,0.138329211383528,0.7738095238095238,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,100,word_count_prefix:100,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,logit_mean,0.7506925207756232,0.5728791990099283,0.7105263157894737,0.2304909019867142,0.6984126984126984,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,1000,word_count_prefix:1000,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,logit_mean,0.8614958448753463,0.7766878100858183,0.7763157894736843,0.1735932036898977,0.7572879135276778,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,250,word_count_prefix:250,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,logit_mean,0.8019390581717452,0.6862602905938411,0.6973684210526316,0.2191804679444976,0.6826072715361939,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,50,word_count_prefix:50,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,logit_mean,0.7188365650969529,0.508264181995358,0.6973684210526316,0.2416748789009918,0.6998946998947,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,500,word_count_prefix:500,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,logit_mean,0.8393351800554016,0.735761776992782,0.75,0.1950170678044226,0.7246376811594203,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,all,word_count_prefix:all,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,logit_mean,0.889196675900277,0.824284187979875,0.763157894736842,0.1506640849143734,0.7524223187437353,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,100,chronological_prefix:100,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,mean_probability,0.7659279778393352,0.6245295682364223,0.6842105263157895,0.2145138090894417,0.6668831168831169,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,1000,chronological_prefix:1000,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,mean_probability,0.868421052631579,0.7930017718348124,0.7894736842105263,0.1533882617732569,0.7738095238095238,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,250,chronological_prefix:250,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,mean_probability,0.8337950138504155,0.7487532097624865,0.7236842105263158,0.1851176605110723,0.71433344470431,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,50,chronological_prefix:50,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,mean_probability,0.7188365650969529,0.508264181995358,0.6973684210526316,0.2416748789009918,0.6998946998947,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,500,chronological_prefix:500,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,mean_probability,0.8573407202216066,0.7806313590949814,0.763157894736842,0.1657593671042535,0.740909090909091,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,all,chronological_prefix:all,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,mean_probability,0.8864265927977839,0.8282667691504859,0.7763157894736843,0.1331421878037689,0.7572879135276778,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
speech_prefix,1,speech_prefix:1,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,mean_probability,0.8642659279778393,0.7930443274430563,0.763157894736842,0.1493350592867007,0.7524223187437353,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
speech_prefix,2,speech_prefix:2,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,mean_probability,0.8618618618618619,0.7829427103581694,0.7672672672672673,0.1487855068532267,0.7472605160834218,55.0,55.0,Outer-test per-prefix curve from strict v2 audit.
speech_prefix,3,speech_prefix:3,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,mean_probability,0.793939393939394,0.5607014472455649,0.7136363636363636,0.1712165105519003,0.6692307692307693,43.0,43.0,Outer-test per-prefix curve from strict v2 audit.
speech_prefix,all,speech_prefix:all,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,mean_probability,0.9002770083102493,0.8561369366972083,0.8289473684210527,0.1259592001472456,0.8115079365079365,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
trial_or_text_prefix,1,trial_or_text_prefix:1,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,mean_probability,0.8628808864265928,0.7930451385388799,0.75,0.1517716027892464,0.7361111111111112,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
trial_or_text_prefix,2,trial_or_text_prefix:2,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,mean_probability,0.8543543543543544,0.7708062546078298,0.7394894894894894,0.1493329276442336,0.7250000000000001,55.0,55.0,Outer-test per-prefix curve from strict v2 audit.
trial_or_text_prefix,3,trial_or_text_prefix:3,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,mean_probability,0.796969696969697,0.553611111111111,0.7136363636363636,0.1749612959806127,0.6692307692307693,43.0,43.0,Outer-test per-prefix curve from strict v2 audit.
trial_or_text_prefix,all,trial_or_text_prefix:all,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,mean_probability,0.8961218836565097,0.8437764794744198,0.8289473684210527,0.1290694493333356,0.8115079365079365,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,100,word_count_prefix:100,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,mean_probability,0.7423822714681441,0.5937276564135665,0.7236842105263158,0.2192681149655416,0.71433344470431,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,1000,word_count_prefix:1000,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,mean_probability,0.8656509695290859,0.790141170708182,0.763157894736842,0.1574500833913454,0.740909090909091,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,250,word_count_prefix:250,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,mean_probability,0.8060941828254847,0.7111119266421273,0.7105263157894737,0.1954041114468529,0.6984126984126984,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,50,word_count_prefix:50,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,mean_probability,0.7188365650969529,0.508264181995358,0.6973684210526316,0.2416748789009918,0.6998946998947,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,500,word_count_prefix:500,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,mean_probability,0.8476454293628809,0.7702446487821553,0.7368421052631579,0.1736754540708484,0.7199475925319359,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
word_count_prefix,all,word_count_prefix:all,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,mean_probability,0.8822714681440443,0.8194286464023306,0.75,0.1374207580958243,0.7361111111111112,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,100,chronological_prefix:100,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,reliability_weighted_probability,0.7659279778393352,0.6245295682364223,0.6842105263157895,0.2135651482756977,0.6668831168831169,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,1000,chronological_prefix:1000,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,reliability_weighted_probability,0.8698060941828255,0.7995807192032334,0.763157894736842,0.1519323210615695,0.7524223187437353,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,250,chronological_prefix:250,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,reliability_weighted_probability,0.8365650969529086,0.7518767280175838,0.75,0.1834687327332055,0.7361111111111112,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,50,chronological_prefix:50,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,reliability_weighted_probability,0.7188365650969529,0.508264181995358,0.6973684210526316,0.2416748789009918,0.6998946998947,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,500,chronological_prefix:500,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,reliability_weighted_probability,0.8559556786703602,0.7790364627632429,0.763157894736842,0.1636847399107076,0.740909090909091,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
chronological_prefix,all,chronological_prefix:all,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,reliability_weighted_probability,0.8905817174515235,0.8355367226904622,0.7894736842105263,0.1319191155056439,0.7738095238095238,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
speech_prefix,1,speech_prefix:1,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,reliability_weighted_probability,0.868421052631579,0.7954771852115388,0.763157894736842,0.1482052094864428,0.7524223187437353,57.0,57.0,Outer-test per-prefix curve from strict v2 audit.
speech_prefix,2,speech_prefix:2,unseen_reader,D3_online_v2_per_prefix,all_allowed_strict_online,identity,fixed_0_5,reliability_weighted_probability,0.8648648648648648,0.7882229813361148,0.7672672672672673,0.1478782102787994,0.7472605160834218,55.0,55.0,Outer-test per-prefix curve from strict v2 audit.
