iteration,feature_group,model,split_name,roc_auc,status
206,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.22022160664819945,complete
207,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.39058171745152354,complete
208,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.4722991689750693,complete
209,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.4889196675900277,complete
210,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.518005540166205,complete
211,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.43767313019390586,complete
212,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5249307479224377,complete
213,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5581717451523546,complete
214,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5484764542936288,complete
215,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.37396121883656513,complete
216,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5554016620498615,complete
217,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.3587257617728532,complete
218,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.4986149584487535,complete
219,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.1828254847645429,complete
220,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.23130193905817176,complete
221,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.6135734072022161,complete
222,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5457063711911356,complete
223,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.6745152354570637,complete
224,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.4903047091412742,complete
225,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5069252077562327,complete
226,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.2991689750692521,complete
227,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.7022160664819944,complete
228,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.26869806094182824,complete
229,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.6606648199445984,complete
230,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.6232686980609419,complete
231,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.46952908587257614,complete
232,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5069252077562326,complete
233,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.4445983379501385,complete
234,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.3656509695290858,complete
235,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.48753462603878117,complete
236,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5180055401662049,complete
237,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.43490304709141275,complete
238,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.33102493074792244,complete
239,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.39335180055401664,complete
240,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5373961218836566,complete
241,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.24653739612188363,complete
242,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5581717451523546,complete
243,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.31163434903047094,complete
244,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.46121883656509693,complete
245,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.551246537396122,complete
246,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.6883656509695291,complete
247,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.1301939058171745,complete
248,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.6080332409972299,complete
249,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5096952908587257,complete
250,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.2631578947368421,complete
251,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.6191135734072022,complete
252,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.6163434903047091,complete
253,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.3739612188365651,complete
254,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5789473684210527,complete
255,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5637119113573408,complete
256,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5609418282548477,complete
257,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5235457063711911,complete
258,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.30747922437673136,complete
259,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.3268698060941828,complete
260,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5609418282548476,complete
261,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.23130193905817173,complete
262,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.4944598337950138,complete
263,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5373961218836565,complete
264,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.40858725761772857,complete
265,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5124653739612188,complete
266,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.6939058171745153,complete
267,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5193905817174516,complete
268,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5166204986149584,complete
269,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5429362880886426,complete
270,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.48060941828254844,complete
271,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5429362880886426,complete
272,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.3975069252077562,complete
273,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.6121883656509695,complete
274,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.6177285318559557,complete
275,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.6329639889196675,complete
276,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5083102493074793,complete
277,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.605263157894737,complete
278,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.4390581717451523,complete
279,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.44182825484764543,complete
280,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.42243767313019387,complete
281,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.4598337950138504,complete
282,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.23961218836565099,complete
283,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.4944598337950139,complete
284,D3_dfm_residual_gaze_only,logistic_regression,leave_one_participant_out,0.5235457063711911,complete
